date,symbol,entry_price,shares_bought,target_allocation,capital_allocated,pnl,return_pct,n_signals_day,exit_945,exit_1100,blended_exit,shares_first,shares_second,exit_price,prev_day_vwap_close_used,vol_ratio,mcap_cr,pre_entry_move_pct,post_entry_move_pct,entry_day_open_915,entry_day_close_1515,entry_day_high_price,entry_day_high_time,entry_day_low_price,entry_day_low_time,exit_day_high_price,exit_day_high_time,exit_day_low_price,exit_day_low_time,entry_day_range_h_minus_o_pct,entry_day_range_c_minus_o_pct,exit_day_range_h_minus_o_pct,exit_day_range_c_minus_o_pct,entry_day_cumlow_10,entry_day_cumlow_11,entry_day_cumlow_12,entry_day_cumlow_13,entry_day_cumlow_14,entry_day_cumlow_15,entry_day_cumhigh_10,entry_day_cumhigh_11,entry_day_cumhigh_12,entry_day_cumhigh_13,entry_day_cumhigh_14,entry_day_cumhigh_15,exit_day_cumlow_10,exit_day_cumlow_11,exit_day_cumlow_12,exit_day_cumlow_13,exit_day_cumlow_14,exit_day_cumlow_15,exit_day_cumhigh_10,exit_day_cumhigh_11,exit_day_cumhigh_12,exit_day_cumhigh_13,exit_day_cumhigh_14,exit_day_cumhigh_15
2022-03-09,ORISSAMINE,2750.0,36,100000.0,99000.0,411.3,0.4155,2,2760.0,2762.85,2761.425,18,18,2761.425,2431.2887,7.44,1709.7,12.4767,0.5455,2444.95,2765.0,2875.0,13:00,2444.95,09:15,2820.3,09:15,2702.8,13:45,17.5893,13.0902,1.6306,-2.2342,2444.95,2444.95,2444.95,2444.95,2444.95,2444.95,2494.9,2494.9,2805.0,2875.0,2875.0,2875.0,2751.0,2735.0,2735.0,2729.3,2702.8,2702.8,2820.3,2820.3,2820.3,2820.3,2820.3,2820.3
2022-03-10,IOLCP,84.4,1184,100000.0,99929.6,-4144.0,-4.1469,1,81.3,80.5,80.9,592,592,80.9,75.55,21.86,2076.4,5.5,-3.0806,80.0,81.8,87.35,12:15,78.35,09:15,87.2,14:30,79.6,10:15,9.1875,2.25,7.1253,5.0983,78.35,78.35,78.35,78.35,78.35,78.35,85.25,86.65,86.65,87.35,87.35,87.35,80.25,79.6,79.6,79.6,79.6,79.6,82.55,82.55,82.55,82.55,82.55,87.2
2022-03-11,ESABINDIA,3161.95,31,100000.0,98020.45,-540.3,-0.5653,2,3130.25,3157.9,3144.075,15,16,3144.075,2922.9342,7.1,4650.9,7.5859,-0.9156,2939.0,3133.0,3225.8,13:15,2892.35,09:15,3460.05,13:30,3100.65,09:15,9.7584,6.6009,10.4389,7.437,2892.35,2892.35,2892.35,2892.35,2892.35,2892.35,2943.0,2974.0,3011.6,3125.0,3225.8,3225.8,3100.65,3100.65,3100.65,3100.65,3100.65,3100.65,3160.0,3169.9,3287.0,3287.0,3460.05,3460.05
2022-03-11,KIRLOSIND,1496.85,66,100000.0,98792.1,7268.25,7.3571,2,1605.05,1608.9,1606.975,33,33,1606.975,1380.1896,7.5,1516.3,9.6593,-0.658,1365.0,1487.0,1598.0,10:15,1365.0,09:15,1699.0,09:15,1551.55,15:15,17.0696,8.9377,6.5204,-1.8182,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1559.95,1598.0,1598.0,1598.0,1598.0,1598.0,1563.55,1563.55,1563.55,1563.55,1563.55,1563.55,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0
2022-03-14,DHAMPURSUG,538.3,185,100000.0,99585.5,-190.4,-0.1765,4,552.0,522.7,537.35,92,93,537.35,450.4913,9.38,3549.7,18.9876,0.3901,452.4,540.4,541.3,14:30,450.3,09:30,567.0,09:15,507.1,13:15,19.6508,19.4518,3.6753,-4.0044,450.3,450.3,450.3,450.3,450.3,450.3,509.5,519.8,519.8,519.8,530.95,541.3,535.85,520.1,513.1,508.4,507.1,507.1,567.0,567.0,567.0,567.0,567.0,567.0
2022-03-14,KIRLOSIND,1580.0,63,100000.0,99540.0,-2694.5,-2.6962,4,1548.1,1526.7,1537.4,31,32,1537.4,1489.4168,7.56,1516.3,-0.9404,-0.8861,1595.0,1566.0,1699.0,09:15,1551.55,15:15,1598.6,09:15,1499.25,14:15,6.5204,-1.8182,0.6485,-4.615,1563.55,1563.55,1563.55,1563.55,1563.55,1563.55,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1508.95,1501.0,1501.0,1501.0,1501.0,1499.25,1598.6,1598.6,1598.6,1598.6,1598.6,1598.6
2022-03-14,TIIL,1054.2,94,100000.0,99094.8,-1581.55,-1.596,4,1026.75,1048.0,1037.375,47,47,1037.375,877.7896,14.69,2411.9,18.4494,0.0,890.0,1054.2,1054.2,12:30,890.0,09:15,1108.95,09:15,983.6,14:00,18.4494,18.4494,1.4593,-9.8811,890.0,890.0,890.0,890.0,890.0,890.0,957.0,999.0,1042.0,1054.2,1054.2,1054.2,1018.0,1018.0,1018.0,1007.45,983.6,983.6,1108.95,1108.95,1108.95,1108.95,1108.95,1108.95
2022-03-14,USHAMART,105.65,946,100000.0,99944.9,851.4,0.8519,4,107.3,105.8,106.55,473,473,106.55,90.2815,7.68,4098.8,15.5908,1.7511,91.4,107.5,108.2,15:15,89.7,09:15,109.4,09:15,102.05,14:15,18.3807,17.6149,0.9225,-4.6125,89.7,89.7,89.7,89.7,89.7,89.7,91.4,91.4,98.65,104.1,106.45,108.0,104.4,104.4,103.5,103.5,103.0,102.05,109.4,109.4,109.4,109.4,109.4,109.4
2022-03-15,HERANBA,677.0,147,100000.0,99519.0,-2254.6,-2.2637,2,663.5,659.85,661.675,73,74,661.675,603.9988,9.25,2420.0,11.0018,-1.8612,609.9,664.4,708.55,11:45,605.0,09:15,677.3,09:15,652.1,14:30,16.1748,8.9359,0.7437,-2.4245,605.0,605.0,605.0,605.0,605.0,605.0,624.55,654.55,708.55,708.55,708.55,708.55,654.0,654.0,654.0,654.0,654.0,652.1,677.3,677.3,677.3,677.3,677.3,677.3
2022-03-15,WSTCSTPAPR,292.5,341,100000.0,99742.5,2867.1,2.8718,2,298.2,303.6,300.9,170,171,300.9,275.177,8.24,2207.7,6.0167,-0.5128,275.9,291.0,304.5,10:15,275.9,09:15,315.65,13:30,293.55,09:15,10.3661,5.473,7.0,4.4068,275.9,275.9,275.9,275.9,275.9,275.9,304.35,304.5,304.5,304.5,304.5,304.5,293.55,293.55,293.55,293.55,293.55,293.55,304.4,310.1,310.1,310.1,315.65,315.65
2022-03-16,SAGCEM,228.15,438,100000.0,99929.7,2069.55,2.071,2,230.95,234.8,232.875,219,219,232.875,207.0855,7.59,2894.6,7.4153,-0.2849,212.4,227.5,247.55,10:15,208.1,09:15,234.8,10:45,227.15,09:15,16.549,7.1092,1.2287,-0.0216,208.1,208.1,208.1,208.1,208.1,208.1,244.6,247.55,247.55,247.55,247.55,247.55,227.15,227.15,227.15,227.15,227.15,227.15,233.6,234.8,234.8,234.8,234.8,234.8
2022-03-16,WSTCSTPAPR,306.55,326,100000.0,99935.3,277.1,0.2773,2,310.6,304.2,307.4,163,163,307.4,290.207,7.73,2207.7,3.9153,0.473,295.0,308.0,315.65,13:30,293.55,09:15,315.9,09:15,300.2,13:30,7.0,4.4068,2.0019,-1.227,293.55,293.55,293.55,293.55,293.55,293.55,304.4,310.1,310.1,310.1,315.65,315.65,307.2,303.05,303.05,302.0,300.2,300.2,315.9,315.9,315.9,315.9,315.9,315.9
2022-03-17,IFBIND,992.95,100,100000.0,99295.0,-1835.0,-1.848,2,979.3,969.9,974.6,50,50,974.6,879.3959,52.46,4216.8,10.9441,0.2065,895.0,995.0,1013.9,15:15,895.0,09:15,995.65,09:15,955.35,15:15,13.2849,11.1732,0.7845,-2.8242,895.0,895.0,895.0,895.0,895.0,895.0,989.0,994.0,1009.0,1009.0,1010.15,1010.15,968.2,961.65,961.65,961.65,961.65,961.65,995.65,995.65,995.65,995.65,995.65,995.65
2022-03-17,RATEGAIN,337.45,296,100000.0,99885.2,236.8,0.2371,2,326.35,350.15,338.25,148,148,338.25,291.8771,9.11,3585.2,13.6195,-1.9262,297.0,330.95,351.45,14:00,295.0,09:15,354.65,10:45,322.4,10:00,18.3333,11.431,5.8657,3.5672,295.0,295.0,295.0,295.0,295.0,295.0,335.0,336.0,336.0,343.8,351.45,351.45,322.4,322.4,322.4,322.4,322.4,322.4,335.0,354.65,354.65,354.65,354.65,354.65
2022-03-21,DODLA,533.75,187,100000.0,99811.25,-4383.45,-4.3888,2,513.3,507.35,510.325,93,94,510.325,457.5241,13.39,2660.8,6.75,-0.7026,500.0,530.0,548.45,09:15,483.0,09:15,530.0,09:15,500.0,15:15,9.69,6.0,0.0,-5.283,483.0,483.0,483.0,483.0,483.0,483.0,548.45,548.45,548.45,548.45,548.45,548.45,511.15,504.05,503.05,503.0,503.0,503.0,530.0,530.0,530.0,530.0,530.0,530.0
2022-03-21,VALIANTORG,1033.8,96,100000.0,99244.8,1807.2,1.821,2,1040.25,1065.0,1052.625,48,48,1052.625,861.8922,13.66,2500.6,17.9329,0.0,876.6,1033.8,1033.8,13:30,876.6,09:15,1087.95,10:15,1002.0,15:15,17.9329,17.9329,2.6368,-5.0,876.6,876.6,876.6,876.6,876.6,876.6,927.9,1019.85,1019.85,1019.85,1033.8,1033.8,1021.0,1021.0,1012.0,1012.0,1012.0,1002.1,1083.8,1087.95,1087.95,1087.95,1087.95,1087.95
2022-03-22,KSB,250.15,399,100000.0,99809.85,-1518.35,-1.5191,4,248.5,244.2,246.35,199,200,246.35,232.5598,11.54,4592.7,4.7529,-0.9594,238.8,247.75,261.6,09:30,237.05,09:15,250.9,09:15,242.4,11:45,9.5477,3.7479,0.8441,-0.5024,237.05,237.05,237.05,237.05,237.05,237.05,261.6,261.6,261.6,261.6,261.6,261.6,243.45,243.45,242.4,242.4,242.4,242.4,250.9,250.9,250.9,250.9,250.9,250.9
2022-03-22,MHRIL,234.0,427,100000.0,99918.0,-833.25,-0.8333,4,232.65,231.45,232.05,213,214,232.05,212.438,14.43,4601.7,9.4481,-0.9829,213.8,231.7,238.0,13:45,213.05,09:15,234.0,09:45,225.0,13:45,11.319,8.3723,0.6452,-1.9355,213.05,213.05,213.05,213.05,213.05,213.05,228.95,233.85,236.35,236.35,238.0,238.0,230.25,228.25,227.55,225.15,225.0,225.0,234.0,234.0,234.0,234.0,234.0,234.0
2022-03-22,OAL,794.15,125,100000.0,99268.75,-6159.35,-6.2173,4,732.25,757.3,744.775,62,63,744.775,672.8631,21.39,2369.6,16.9588,-1.7818,679.0,780.0,804.35,11:00,670.65,09:45,784.0,09:15,728.1,09:30,18.461,14.8748,0.0,-2.2959,670.65,670.65,670.65,670.65,670.65,670.65,695.0,804.35,804.35,804.35,804.35,804.35,728.1,728.1,728.1,728.1,728.1,728.1,784.0,784.0,784.0,784.0,784.0,784.0
2022-03-22,VIDHIING,422.55,236,100000.0,99721.8,-761.1,-0.7632,4,418.65,420.0,419.325,118,118,419.325,387.9519,8.03,2082.2,8.0691,1.0531,391.0,427.0,435.0,11:30,389.75,09:15,428.9,09:15,412.0,15:15,11.2532,9.2072,0.9652,-2.7072,389.75,389.75,389.75,389.75,389.75,389.75,407.0,409.0,435.0,435.0,435.0,435.0,415.55,415.55,415.55,415.55,413.15,413.15,428.9,428.9,428.9,428.9,428.9,428.9
2022-03-23,IFBIND,1014.65,98,100000.0,99435.7,-3219.3,-3.2376,3,983.6,980.0,981.8,49,49,981.8,940.6425,17.43,4216.8,8.2062,-2.1337,937.7,993.0,1036.15,10:30,937.7,09:15,995.0,09:30,972.0,09:15,10.4991,5.8974,0.5051,-1.5152,937.7,937.7,937.7,937.7,937.7,937.7,1022.65,1036.15,1036.15,1036.15,1036.15,1036.15,972.0,972.0,972.0,972.0,972.0,972.0,995.0,995.0,995.0,995.0,995.0,995.0
2022-03-23,PARAS,344.0,290,100000.0,99760.0,-2378.0,-2.3837,3,336.2,335.4,335.8,145,145,335.8,320.3225,9.76,2440.2,1.9259,-1.1628,337.5,340.0,354.2,09:15,334.6,09:15,341.9,09:15,332.6,15:15,4.9481,0.7407,0.0,-1.8719,334.6,334.6,334.6,334.6,334.6,334.6,354.2,354.2,354.2,354.2,354.2,354.2,334.5,334.5,334.5,334.5,334.5,333.5,341.9,341.9,341.9,341.9,341.9,341.9
2022-03-23,SBCL,354.35,282,100000.0,99926.7,-1875.3,-1.8767,3,349.2,346.2,347.7,141,141,347.7,314.7195,7.13,1972.4,11.2035,-0.6632,318.65,352.0,360.0,14:30,316.0,09:15,354.65,09:15,340.65,15:15,12.9766,10.466,0.3963,-1.9533,316.0,316.0,316.0,316.0,316.0,316.0,332.25,347.35,353.35,358.5,358.5,360.0,342.05,342.05,342.05,341.35,341.35,341.35,354.65,354.65,354.65,354.65,354.65,354.65
2022-03-24,AHLUCONT,438.55,228,100000.0,99989.4,2211.6,2.2118,1,450.0,446.5,448.25,114,114,448.25,407.6765,7.51,3155.4,-0.3295,-0.057,440.0,438.3,467.0,11:30,432.35,09:15,459.0,09:45,439.0,11:00,6.1364,-0.3864,2.7305,-0.8729,432.35,432.35,432.35,432.35,432.35,432.35,454.4,463.25,467.0,467.0,467.0,467.0,443.0,439.0,439.0,439.0,439.0,439.0,459.0,459.0,459.0,459.0,459.0,459.0
2022-03-25,EXPLEOSOL,1650.0,60,100000.0,99000.0,-915.0,-0.9242,1,1635.0,1634.5,1634.75,30,30,1634.75,1501.8458,7.21,1721.0,7.9914,-0.9091,1527.9,1635.0,1683.0,13:15,1505.75,09:30,1698.3,12:00,1621.7,09:15,10.1512,7.0096,3.4918,-0.2438,1505.75,1505.75,1505.75,1505.75,1505.75,1505.75,1527.9,1546.1,1629.6,1675.6,1683.0,1683.0,1621.7,1621.7,1621.7,1621.7,1621.7,1621.7,1662.0,1662.0,1698.3,1698.3,1698.3,1698.3
2022-03-28,SEAMECLTD,1335.35,74,100000.0,98815.9,1533.65,1.552,1,1369.8,1342.35,1356.075,37,37,1356.075,1188.2174,7.62,3403.1,8.9192,2.5424,1226.0,1369.3,1372.0,15:15,1207.0,09:15,1424.9,12:15,1319.5,14:15,11.9086,11.6884,3.6291,-3.4909,1207.0,1207.0,1207.0,1207.0,1207.0,1207.0,1230.0,1230.0,1230.0,1230.0,1347.5,1363.7,1332.1,1332.1,1332.1,1332.1,1332.1,1319.5,1397.0,1397.0,1419.0,1424.9,1424.9,1424.9
2022-03-29,NFL,54.6,1831,100000.0,99972.6,503.05,0.5037,3,55.35,54.4,54.875,915,916,54.875,50.3613,10.79,2602.5,8.226,-1.6484,50.45,53.7,55.85,12:45,50.45,09:15,55.85,09:30,53.15,15:15,10.7037,6.442,2.0091,-2.5571,50.45,50.45,50.45,50.45,50.45,50.45,53.9,53.9,54.0,55.85,55.85,55.85,54.3,54.1,54.1,53.85,53.85,53.65,55.85,55.85,55.85,55.85,55.85,55.85
2022-03-29,PUNJABCHEM,1475.1,67,100000.0,98831.7,2745.95,2.7744,3,1512.05,1520.0,1516.025,33,34,1516.025,1388.1817,8.41,1789.5,6.302,0.061,1387.65,1476.0,1493.0,14:30,1386.5,09:30,1539.7,09:45,1480.55,09:15,7.592,6.3669,1.4295,-1.054,1386.5,1386.5,1386.5,1386.5,1386.5,1386.5,1489.95,1489.95,1489.95,1489.95,1489.95,1493.0,1480.55,1480.55,1480.55,1480.55,1480.55,1480.55,1539.7,1539.7,1539.7,1539.7,1539.7,1539.7
2022-03-29,RCF,90.5,1104,100000.0,99912.0,331.2,0.3315,3,92.05,89.55,90.8,552,552,90.8,81.1329,17.23,4934.9,11.3161,1.326,81.3,91.7,93.55,13:45,81.3,09:15,94.55,13:45,88.7,10:00,15.0677,12.7921,2.2162,-3.3514,81.3,81.3,81.3,81.3,81.3,81.3,88.8,88.8,89.5,92.15,93.55,93.55,88.7,88.7,88.7,88.7,88.7,88.7,93.9,93.9,93.9,93.9,94.55,94.55
2022-03-30,NESCO,559.1,178,100000.0,99519.8,-120.15,-0.1207,2,557.5,559.35,558.425,89,89,558.425,517.689,9.66,3892.9,7.9344,-0.4293,518.0,556.7,568.7,13:00,518.0,09:15,562.95,09:30,550.0,15:15,9.7876,7.471,1.7993,-0.3617,518.0,518.0,518.0,518.0,518.0,518.0,532.0,547.0,553.4,568.7,568.7,568.7,552.9,552.9,552.9,552.9,552.9,552.4,562.95,562.95,562.95,562.95,562.95,562.95
2022-03-30,STYLAMIND,1064.0,93,100000.0,98952.0,-2944.2,-2.9817,2,1026.05,1038.5,1032.275,46,47,1032.275,900.4013,30.22,1730.5,17.4523,-0.8459,905.9,1055.0,1078.0,14:45,900.0,09:15,1065.0,09:15,950.5,09:15,18.9977,16.4588,0.0,-3.9108,900.0,900.0,900.0,900.0,900.0,900.0,915.0,920.5,920.5,920.5,1055.0,1078.0,950.5,950.5,950.5,950.5,950.5,950.5,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0
2022-03-31,BAJAJCON,164.0,609,100000.0,99876.0,2497.15,2.5,1,167.85,168.35,168.1,304,305,168.1,149.7476,9.45,2409.3,9.3333,-2.0732,150.0,160.6,167.9,14:00,149.4,09:30,171.3,09:30,162.15,09:15,11.9333,7.0667,4.9311,2.879,149.4,149.4,149.4,149.4,149.4,149.4,151.4,151.4,156.9,158.25,167.9,167.9,162.15,162.15,162.15,162.15,162.15,162.15,171.3,171.3,171.3,171.3,171.3,171.3
2022-04-01,BECTORFOOD,67.3,1238,83333.33,83317.4,-371.4,-0.4458,6,67.6,66.4,67.0,619,619,67.0,56.0541,13.02,1648.9,17.2474,0.0,57.4,67.3,67.3,14:15,56.6,09:15,71.6,09:15,65.4,09:30,17.2474,17.2474,2.5788,-2.0057,56.6,56.6,56.6,56.6,56.6,56.6,64.7,64.7,64.7,64.7,66.6,67.3,65.4,65.4,65.4,65.4,65.4,65.4,71.6,71.6,71.6,71.6,71.6,71.6
2022-04-01,NESCO,590.7,141,83333.33,83288.7,2044.15,2.4505,6,602.0,608.35,605.175,70,71,605.175,552.2865,10.52,3892.9,8.3555,0.2031,545.15,591.9,604.45,09:30,545.15,09:15,616.0,10:45,594.9,09:15,10.8777,8.5756,2.718,1.0505,545.15,545.15,545.15,545.15,545.15,545.15,604.45,604.45,604.45,604.45,604.45,604.45,594.9,594.9,594.9,594.9,594.9,594.9,603.65,616.0,616.0,616.0,616.0,616.0
2022-04-01,NFL,58.05,1435,83333.33,83301.75,394.05,0.4737,6,58.9,57.75,58.325,717,718,58.325,53.1094,7.12,2602.5,9.7353,-0.5168,52.9,57.75,59.3,10:45,52.45,09:15,60.9,14:30,57.55,11:00,12.0983,9.1682,4.7291,2.8375,52.45,52.45,52.45,52.45,52.45,52.45,56.3,59.3,59.3,59.3,59.3,59.3,57.9,57.55,57.55,57.55,57.55,57.55,59.6,59.6,59.6,59.6,59.95,60.9
2022-04-01,SPANDANA,394.0,211,83333.33,83134.0,3447.9,4.1497,6,412.3,408.4,410.35,105,106,410.35,332.032,7.06,2137.7,18.3183,1.0787,333.0,398.25,398.25,14:15,332.95,09:15,447.2,12:45,395.1,09:15,19.5946,19.5946,12.7016,8.619,332.95,332.95,332.95,332.95,332.95,332.95,344.95,350.5,350.5,378.1,397.45,398.25,395.1,395.1,395.1,395.1,395.1,395.1,418.55,418.55,424.45,447.2,447.2,447.2
2022-04-01,VIDHIING,457.35,182,83333.33,83237.7,6433.7,7.7293,6,497.5,487.9,492.7,91,91,492.7,416.9103,11.65,2082.2,8.9447,0.5794,419.8,460.0,465.0,15:00,419.8,09:15,513.15,09:15,471.0,15:00,10.767,9.576,4.5325,-2.3325,419.8,419.8,419.8,419.8,419.8,419.8,448.85,464.0,464.0,464.0,464.0,465.0,486.25,485.1,485.1,485.1,485.1,471.0,513.15,513.15,513.15,513.15,513.15,513.15
2022-04-01,WELCORP,183.4,454,83333.33,83263.6,-1770.6,-2.1265,6,179.7,179.3,179.5,227,227,179.5,167.2413,8.57,4368.3,8.9397,-0.2181,168.35,183.0,187.4,14:00,168.0,09:15,189.2,14:45,178.8,09:30,11.3157,8.7021,3.7565,1.9742,168.0,168.0,168.0,168.0,168.0,168.0,186.65,186.65,186.65,186.65,187.4,187.4,178.8,178.8,178.8,178.8,178.8,178.8,184.9,184.9,184.9,184.9,184.9,189.2
2022-04-04,MAZDOCK,137.05,729,100000.0,99909.45,1203.05,1.2039,2,138.5,138.9,138.7,364,365,138.7,125.5663,11.85,4834.5,8.3399,-1.2039,126.5,135.4,140.0,12:00,126.5,09:15,140.9,09:45,133.75,09:15,10.6719,7.0356,2.9218,-0.6574,126.5,126.5,126.5,126.5,126.5,126.5,129.1,129.7,140.0,140.0,140.0,140.0,133.75,133.75,133.75,133.75,133.75,133.75,140.9,140.9,140.9,140.9,140.9,140.9
2022-04-04,SPANDANA,435.5,229,100000.0,99729.5,1832.6,1.8255,2,431.4,455.5,443.45,114,115,443.45,396.4321,8.59,2137.7,9.753,-1.0333,396.8,431.0,447.2,12:45,395.1,09:15,467.0,10:00,422.85,09:15,12.7016,8.619,8.403,3.0176,395.1,395.1,395.1,395.1,395.1,395.1,418.55,418.55,424.45,447.2,447.2,447.2,422.85,422.85,422.85,422.85,422.85,422.85,467.0,467.0,467.0,467.0,467.0,467.0
2022-04-05,DBL,302.0,331,100000.0,99962.0,-2252.55,-2.2517,3,296.95,293.45,295.2,165,166,295.2,251.7833,10.68,3525.2,19.7937,0.0,252.1,302.0,302.0,11:00,252.1,09:15,309.9,09:15,284.5,13:15,19.7937,19.7937,2.6159,-4.9834,252.1,252.1,252.1,252.1,252.1,252.1,289.0,302.0,302.0,302.0,302.0,302.0,292.5,291.6,287.3,285.8,284.5,284.5,309.9,309.9,309.9,309.9,309.9,309.9
