date,symbol,entry_price,shares_bought,target_allocation,capital_allocated,pnl,return_pct,n_signals_day,exit_945,exit_1100,blended_exit,shares_first,shares_second,exit_price,prev_day_vwap_close_used,vol_ratio,mcap_cr,pre_entry_move_pct,post_entry_move_pct,entry_day_open_915,entry_day_close_1515,entry_day_high_price,entry_day_high_time,entry_day_low_price,entry_day_low_time,exit_day_high_price,exit_day_high_time,exit_day_low_price,exit_day_low_time,entry_day_range_h_minus_o_pct,entry_day_range_c_minus_o_pct,exit_day_range_h_minus_o_pct,exit_day_range_c_minus_o_pct,entry_day_cumlow_10,entry_day_cumlow_11,entry_day_cumlow_12,entry_day_cumlow_13,entry_day_cumlow_14,entry_day_cumlow_15,entry_day_cumhigh_10,entry_day_cumhigh_11,entry_day_cumhigh_12,entry_day_cumhigh_13,entry_day_cumhigh_14,entry_day_cumhigh_15,exit_day_cumlow_10,exit_day_cumlow_11,exit_day_cumlow_12,exit_day_cumlow_13,exit_day_cumlow_14,exit_day_cumlow_15,exit_day_cumhigh_10,exit_day_cumhigh_11,exit_day_cumhigh_12,exit_day_cumhigh_13,exit_day_cumhigh_14,exit_day_cumhigh_15
2023-07-06,SUNTECK,299.15,334,100000.0,99916.1,7990.95,7.9977,5,325.6,320.55,323.075,167,167,323.075,284.0501,18.08,4170.2,4.2698,-0.3176,286.9,298.2,302.15,13:30,284.8,09:15,341.95,14:00,300.25,09:15,5.3154,3.9387,12.2989,8.5878,284.8,284.8,284.8,284.8,284.8,284.8,293.0,293.0,293.0,297.4,302.15,302.15,300.25,300.25,300.25,300.25,300.25,300.25,329.7,329.7,329.7,339.6,341.95,341.95
2023-07-07,MAITHANALL,1113.6,89,100000.0,99110.4,-732.2,-0.7251,2,1119.05,1092.0,1105.525,44,45,1105.525,1037.2849,8.28,2328.9,7.18,-0.1616,1039.0,1111.8,1124.95,13:45,1032.45,09:15,1130.35,09:15,1071.0,15:15,8.2724,7.0067,0.9286,-3.6296,1032.45,1032.45,1032.45,1032.45,1032.45,1032.45,1069.05,1119.0,1119.0,1119.0,1124.95,1124.95,1103.5,1087.0,1074.0,1074.0,1074.0,1074.0,1130.35,1130.35,1130.35,1130.35,1130.35,1130.35
2023-07-07,SUNTECK,336.0,297,100000.0,99792.0,-1827.4,-1.8304,2,330.7,329.0,329.85,148,149,329.85,298.4768,39.26,4170.2,10.3448,-1.5923,304.5,330.65,341.95,14:00,300.25,09:15,334.4,09:30,317.65,15:15,12.2989,8.5878,0.5866,-3.7449,300.25,300.25,300.25,300.25,300.25,300.25,329.7,329.7,329.7,339.6,341.95,341.95,325.95,325.95,323.4,323.4,323.4,320.35,334.4,334.4,334.4,334.4,334.4,334.4
2023-07-10,VADILALIND,3260.75,30,100000.0,97822.5,-5821.5,-5.9511,1,3061.3,3072.1,3066.7,15,15,3066.7,2783.2319,13.69,1578.6,15.2208,-3.3965,2830.0,3150.0,3294.65,14:00,2712.4,12:45,3144.05,09:15,2975.0,15:15,16.4187,11.3074,0.0,-4.3272,2775.0,2775.0,2750.05,2712.4,2712.4,2712.4,2830.0,2830.0,2830.0,2963.7,3294.65,3294.65,3056.5,3056.5,3056.5,3056.5,3056.5,3030.35,3144.05,3144.05,3144.05,3144.05,3144.05,3144.05
2023-07-11,CARTRADE,563.05,177,100000.0,99659.85,-2548.65,-2.5575,2,548.5,548.8,548.65,88,89,548.65,487.0667,17.89,1819.6,5.8166,-1.6251,532.1,553.9,584.8,13:30,532.1,09:15,559.7,09:15,533.3,15:15,9.9042,4.097,0.6474,-3.9741,532.1,532.1,532.1,532.1,532.1,532.1,569.15,569.15,569.15,577.7,584.8,584.8,544.15,544.15,538.0,534.3,534.3,534.3,559.7,559.7,559.7,559.7,559.7,559.7
2023-07-11,ELECON,361.3,276,100000.0,99718.8,1228.2,1.2317,2,366.5,365.0,365.75,138,138,365.75,316.6215,12.92,4287.7,13.7953,-0.3045,317.5,360.2,374.45,12:00,316.95,09:30,373.5,09:30,361.9,09:15,17.937,13.4488,2.8926,0.2893,316.95,316.95,316.95,316.95,316.95,316.95,323.6,323.6,374.45,374.45,374.45,374.45,361.9,361.9,361.9,361.9,361.9,361.9,373.5,373.5,373.5,373.5,373.5,373.5
2023-07-12,AARTIDRUGS,495.8,201,100000.0,99655.8,-1036.75,-1.0387,4,492.25,489.05,490.65,100,101,490.65,468.4837,10.67,3127.6,5.4894,-1.069,470.0,490.5,509.75,10:15,469.9,09:15,501.4,09:15,486.0,14:30,8.4574,4.3617,1.2827,-1.616,469.9,469.9,469.9,469.9,469.9,469.9,503.5,509.75,509.75,509.75,509.75,509.75,487.9,487.9,487.2,487.0,486.3,486.0,501.4,501.4,501.4,501.4,501.4,501.4
2023-07-12,SOMANYCERA,780.0,128,100000.0,99840.0,-5808.0,-5.8173,4,736.0,733.25,734.625,64,64,734.625,698.2279,8.54,2076.3,11.7479,0.3846,698.0,783.0,819.0,14:15,696.3,09:15,771.0,09:15,712.0,15:15,17.3352,12.1777,0.1104,-6.6416,696.3,696.3,696.3,696.3,696.3,696.3,711.8,713.85,734.7,734.7,764.65,819.0,732.55,727.9,727.9,727.9,726.0,713.35,771.0,771.0,771.0,771.0,771.0,771.0
2023-07-12,UNIPARTS,637.7,156,100000.0,99481.2,893.1,0.8978,4,648.1,638.75,643.425,78,78,643.425,593.8146,8.11,2434.3,6.8353,-0.4234,596.9,635.0,644.4,12:30,596.9,09:15,653.45,09:30,627.15,14:00,7.9578,6.383,2.1016,-1.5625,596.9,596.9,596.9,596.9,596.9,596.9,637.95,639.9,639.9,644.4,644.4,644.4,637.35,635.05,635.05,635.05,627.15,627.15,653.45,653.45,653.45,653.45,653.45,653.45
2023-07-12,ZENTEC,576.95,173,100000.0,99812.35,9526.9,9.5589,4,646.15,618.05,632.1,86,87,632.1,481.1293,8.19,2609.1,17.9857,0.0,489.0,576.95,576.95,14:00,486.85,09:15,654.9,09:15,570.7,15:00,17.9857,17.9857,8.2479,-0.8264,486.85,486.85,486.85,486.85,486.85,486.85,529.0,572.8,575.0,575.0,576.95,576.95,602.95,602.95,602.95,602.95,602.95,570.7,654.9,654.9,654.9,654.9,654.9,654.9
2023-07-13,ANANDRATHI,250.4,399,100000.0,99909.6,1202.0,1.1981,2,248.4,258.4,253.4,199,200,253.4,233.1291,43.82,3367.2,1.7059,0.639,246.2,252.0,273.2,09:15,243.8,09:15,263.0,10:30,246.0,10:00,10.9667,2.3558,2.6542,1.9516,243.8,243.8,243.8,243.8,243.8,243.8,273.2,273.2,273.2,273.2,273.2,273.2,246.0,246.0,246.0,246.0,246.0,246.0,261.2,263.0,263.0,263.0,263.0,263.0
2023-07-13,ASHIANA,210.05,476,100000.0,99983.8,-2261.0,-2.2614,2,205.0,205.6,205.3,238,238,205.3,198.3911,8.22,1730.8,-7.8728,-0.976,228.0,208.0,228.0,09:15,206.55,15:15,215.7,09:15,202.0,12:45,0.0,-8.7719,1.4343,-4.585,215.15,212.4,212.4,212.4,212.4,208.0,228.0,228.0,228.0,228.0,228.0,228.0,202.1,202.1,202.1,202.0,202.0,202.0,215.7,215.7,215.7,215.7,215.7,215.7
2023-07-14,MASTEK,2132.4,46,100000.0,98090.4,2183.85,2.2264,2,2181.05,2178.7,2179.875,23,23,2179.875,1969.2597,14.32,4691.4,7.9341,1.6695,1975.65,2168.0,2179.0,15:15,1975.5,09:15,2218.0,12:15,2142.35,15:15,10.2928,9.736,1.977,-1.0115,1975.5,1975.5,1975.5,1975.5,1975.5,1975.5,2035.5,2035.5,2120.3,2143.0,2143.0,2155.0,2152.55,2152.55,2152.55,2152.55,2152.55,2152.55,2195.0,2195.0,2195.0,2218.0,2218.0,2218.0
2023-07-14,SUBEXLTD,33.9,2949,100000.0,99971.1,6856.35,6.8584,2,36.3,36.15,36.225,1474,1475,36.225,28.2414,17.89,1596.1,16.8966,0.0,29.0,33.9,33.9,14:00,29.0,09:15,37.5,14:15,34.65,09:15,16.8966,16.8966,7.2961,1.5737,29.0,29.0,29.0,29.0,29.0,29.0,31.15,32.0,32.7,32.75,33.9,33.9,34.65,34.65,34.65,34.65,34.65,34.65,37.35,37.35,37.35,37.35,37.35,37.5
2023-07-17,CAPLIPOINT,874.55,114,100000.0,99698.7,-835.05,-0.8376,4,863.75,870.7,867.225,57,57,867.225,820.6958,7.26,4523.4,5.622,0.4574,828.0,878.55,887.0,14:30,821.4,09:15,886.35,09:15,851.7,15:15,7.1256,6.1051,0.5274,-2.2286,821.4,821.4,821.4,821.4,821.4,821.4,855.0,875.0,880.0,880.0,880.0,887.0,861.65,861.65,861.65,861.65,861.65,860.0,886.35,886.35,886.35,886.35,886.35,886.35
2023-07-17,JAYNECOIND,26.15,3824,100000.0,99997.6,478.0,0.478,4,25.8,26.75,26.275,1912,1912,26.275,22.4143,13.4,2053.7,14.9451,-0.5736,22.75,26.0,26.85,14:30,22.55,09:15,27.65,10:30,25.55,09:15,18.022,14.2857,5.1331,-0.9506,22.55,22.55,22.55,22.55,22.55,22.55,25.85,25.85,25.85,25.85,26.6,26.85,25.55,25.55,25.55,25.55,25.55,25.55,26.45,27.65,27.65,27.65,27.65,27.65
2023-07-17,SUBEXLTD,35.95,2781,100000.0,99976.95,-4588.7,-4.5897,4,34.35,34.25,34.3,1390,1391,34.3,33.9,14.91,1596.1,2.8612,-1.2517,34.95,35.5,37.5,14:15,34.65,09:15,35.85,09:15,33.3,13:30,7.2961,1.5737,0.0,-6.2762,34.65,34.65,34.65,34.65,34.65,34.65,37.35,37.35,37.35,37.35,37.35,37.5,34.1,34.1,33.5,33.5,33.3,33.3,35.85,35.85,35.85,35.85,35.85,35.85
2023-07-17,VENKEYS,1984.0,50,100000.0,99200.0,-1287.5,-1.2979,4,1962.05,1954.45,1958.25,25,25,1958.25,1700.3365,44.89,2025.5,17.3964,-1.4592,1690.0,1955.05,2018.0,14:45,1690.0,09:15,2009.8,09:30,1872.25,15:15,19.4083,15.6834,3.5979,-2.8402,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1762.0,1774.0,1863.85,1955.0,1955.0,2018.0,1926.7,1926.7,1905.5,1905.5,1905.5,1880.0,2009.8,2009.8,2009.8,2009.8,2009.8,2009.8
2023-07-18,MSTCLTD,421.1,237,100000.0,99800.7,199.9,0.2019,1,423.5,420.4,421.95,118,119,421.95,389.4339,8.34,1780.4,7.9744,-0.4987,390.0,419.0,439.6,13:00,389.8,09:15,428.0,09:30,414.0,15:15,12.7179,7.4359,2.6995,-0.4199,389.8,389.8,389.8,389.8,389.8,389.8,396.15,424.2,424.2,439.6,439.6,439.6,415.05,415.05,415.05,415.05,415.05,415.05,428.0,428.0,428.0,428.0,428.0,428.0
2023-07-20,DODLA,741.75,134,100000.0,99394.5,3028.4,3.0468,4,772.8,755.9,764.35,67,67,764.35,618.6588,11.63,2759.0,17.2171,0.0,632.8,741.75,741.75,13:45,625.3,09:15,792.35,09:15,742.75,11:45,17.2171,17.2171,1.7137,-1.7972,625.3,625.3,625.3,625.3,625.3,625.3,655.0,670.0,713.8,733.85,741.75,741.75,758.35,745.35,742.75,742.75,742.75,742.75,792.35,792.35,792.35,792.35,792.35,792.35
2023-07-20,JAGRAN,101.7,983,100000.0,99971.1,3543.9,3.5398,4,100.2,110.4,105.3,491,492,105.3,89.1007,8.61,1912.8,14.0135,-0.0983,89.2,101.6,106.9,14:15,89.2,09:15,111.6,10:45,99.5,09:15,19.843,13.9013,10.0049,8.2307,89.2,89.2,89.2,89.2,89.2,89.2,91.6,91.6,91.6,101.4,104.9,106.9,99.5,99.5,99.5,99.5,99.5,99.5,102.75,111.6,111.6,111.6,111.6,111.6
2023-07-20,JAYNECOIND,31.0,3225,100000.0,99975.0,-3466.65,-3.4677,4,29.7,30.15,29.925,1612,1613,29.925,27.7248,11.33,2053.7,9.7345,-0.8065,28.25,30.75,31.5,14:30,28.2,09:15,31.0,09:15,29.5,10:30,11.5044,8.8496,0.9772,-2.2801,28.2,28.2,28.2,28.2,28.2,28.2,29.3,29.3,29.3,30.2,31.3,31.5,29.55,29.5,29.5,29.5,29.5,29.5,31.0,31.0,31.0,31.0,31.0,31.0
2023-07-20,NEWGEN,395.0,253,100000.0,99935.0,4684.2,4.6899,4,416.15,410.9,413.525,126,127,413.525,358.844,14.81,3152.9,8.442,2.3418,364.25,404.25,407.0,11:00,364.0,09:15,422.45,15:15,391.1,09:15,11.7364,10.9815,4.4505,2.1882,364.0,364.0,364.0,364.0,364.0,364.0,392.3,407.0,407.0,407.0,407.0,407.0,391.1,391.1,391.1,391.1,391.1,391.1,419.8,419.8,419.8,419.8,419.8,419.8
2023-07-21,DBCORP,231.75,431,100000.0,99884.25,-3565.7,-3.5707,2,222.65,224.3,223.475,215,216,223.475,197.9126,16.55,1735.8,17.6396,-0.9709,197.0,229.5,237.2,14:30,195.1,09:15,231.0,13:30,221.0,09:15,20.4061,16.4975,0.8734,-2.6201,195.1,195.1,195.1,195.1,195.1,195.1,218.0,233.0,233.0,233.0,233.0,237.2,221.0,221.0,221.0,221.0,221.0,221.0,229.0,229.0,229.0,229.95,231.0,231.0
2023-07-21,PRUDENT,1137.75,87,100000.0,98984.25,2572.55,2.5972,2,1165.6,1169.0,1167.3,43,44,1167.3,1083.4744,10.0,3348.1,4.9149,1.9556,1084.45,1160.0,1237.0,10:00,1063.55,09:15,1191.3,15:15,1134.75,09:15,14.067,6.9667,2.8756,1.4335,1063.55,1063.55,1063.55,1063.55,1063.55,1063.55,1237.0,1237.0,1237.0,1237.0,1237.0,1237.0,1134.75,1134.75,1134.75,1134.75,1134.75,1134.75,1184.95,1184.95,1184.95,1184.95,1184.95,1184.95
2023-07-24,AARTIDRUGS,605.05,137,83333.33,82891.85,4634.05,5.5946,6,642.3,635.5,638.9,68,69,638.9,509.8225,27.7,3127.6,5.9632,-0.1901,571.0,603.9,612.45,15:15,555.0,09:15,645.75,09:15,602.0,15:15,7.2592,5.7618,4.8466,-1.1203,555.0,555.0,555.0,555.0,555.0,555.0,578.55,607.9,607.9,607.9,607.9,609.8,615.55,615.55,615.55,615.55,602.35,602.35,645.75,645.75,645.75,645.75,645.75,645.75
2023-07-24,DODLA,842.9,98,83333.33,82604.2,-3883.25,-4.701,6,813.25,793.3,803.275,49,49,803.275,767.1062,16.54,2759.0,8.4813,-1.2932,777.0,832.0,898.9,10:45,770.4,09:15,835.95,09:15,778.45,15:00,15.6885,7.0785,0.0,-5.0182,770.4,770.4,770.4,770.4,770.4,770.4,816.95,898.9,898.9,898.9,898.9,898.9,809.6,791.0,787.5,787.5,787.5,778.45,835.95,835.95,835.95,835.95,835.95,835.95
2023-07-24,FCL,30.22,2757,83333.33,83316.54,702.81,0.8438,6,30.7,30.25,30.475,1378,1379,30.475,28.2191,7.4,2581.6,4.9306,0.0993,28.8,30.25,30.42,10:30,28.76,09:15,31.17,09:15,29.82,13:15,5.625,5.0347,1.763,-1.2733,28.76,28.76,28.76,28.76,28.76,28.76,30.08,30.42,30.42,30.42,30.42,30.42,30.36,29.9,29.9,29.9,29.82,29.82,31.17,31.17,31.17,31.17,31.17,31.17
2023-07-24,GOKULAGRO,59.35,1404,83333.33,83327.4,1790.1,2.1483,6,60.95,60.3,60.625,702,702,60.625,53.6329,11.14,1516.8,9.9074,-0.1685,54.0,59.25,62.4,10:45,53.8,09:15,62.3,09:15,59.55,09:45,15.5556,9.7222,3.1457,-0.5795,53.8,53.8,53.8,53.8,53.8,53.8,60.55,62.4,62.4,62.4,62.4,62.4,59.55,59.55,59.55,59.55,59.55,59.55,62.3,62.3,62.3,62.3,62.3,62.3
2023-07-24,PAISALO,27.0,3086,83333.33,83322.0,-925.8,-1.1111,6,27.0,26.4,26.7,1543,1543,26.7,25.1331,10.18,2366.3,6.5089,-1.1111,25.35,26.7,29.25,11:00,25.0,09:45,27.4,09:15,26.1,14:30,15.3846,5.3254,0.0,-3.2847,25.0,25.0,25.0,25.0,25.0,25.0,25.95,29.25,29.25,29.25,29.25,29.25,26.75,26.3,26.3,26.3,26.3,26.1,27.4,27.4,27.4,27.4,27.4,27.4
2023-07-24,WENDT,12059.95,6,83333.33,72359.7,-2352.75,-3.2515,6,11850.15,11485.5,11667.825,3,3,11667.825,10183.1827,13.15,1701.7,20.5995,1.1986,10000.0,12204.5,12204.5,14:00,9905.0,09:15,12880.0,09:15,11452.05,10:45,22.045,22.045,0.625,-9.3359,9905.0,9905.0,9905.0,9905.0,9905.0,9905.0,10079.9,10299.85,10299.85,10976.25,12204.5,12204.5,11749.0,11452.05,11452.05,11452.05,11452.05,11452.05,12880.0,12880.0,12880.0,12880.0,12880.0,12880.0
2023-07-25,MUKANDLTD,140.15,713,100000.0,99926.95,-1124.15,-1.1238,2,139.75,137.4,138.575,356,357,138.575,133.356,7.43,2038.1,3.8148,-0.4995,135.0,139.45,142.7,13:15,133.8,09:15,141.6,09:15,136.55,15:00,5.7037,3.2963,0.6397,-1.99,133.8,133.8,133.8,133.8,133.8,133.8,139.0,139.0,139.0,140.85,142.7,142.7,138.25,137.4,137.25,137.25,137.25,136.55,141.6,141.6,141.6,141.6,141.6,141.6
2023-07-25,NILKAMAL,2707.05,36,100000.0,97453.8,649.8,0.6668,2,2720.25,2729.95,2725.1,18,18,2725.1,2531.5714,11.11,2620.5,2.176,0.6631,2649.4,2725.0,2739.55,11:15,2565.0,09:15,2758.0,15:15,2684.9,15:15,3.4027,2.8535,1.3244,0.0735,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2699.0,2699.0,2739.55,2739.55,2739.55,2739.55,2685.65,2685.65,2685.65,2685.65,2685.65,2685.65,2734.95,2735.9,2743.95,2743.95,2743.95,2755.45
2023-07-26,BOROLTD,241.1,414,100000.0,99815.4,3984.75,3.9921,4,251.3,250.15,250.725,207,207,250.725,227.5972,17.03,3742.8,5.6529,1.6383,228.2,245.05,246.8,15:00,227.95,09:15,252.5,09:30,241.05,12:00,8.1507,7.3839,2.5381,-0.7107,227.95,227.95,227.95,227.95,227.95,227.95,235.35,235.35,235.35,237.55,241.45,246.8,244.5,244.5,241.05,241.05,241.05,241.05,252.5,252.5,252.5,252.5,252.5,252.5
2023-07-26,KINGFA,2107.95,47,100000.0,99073.65,-457.05,-0.4744,4,2085.0,2110.9,2097.95,23,24,2097.95,1905.2197,10.33,1596.2,10.0815,-0.8563,1914.9,2089.9,2163.0,11:30,1900.0,09:15,2144.0,10:00,2032.65,14:30,12.9563,9.1389,2.0734,-2.878,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,2011.0,2045.0,2163.0,2163.0,2163.0,2163.0,2073.95,2073.95,2073.95,2051.0,2046.05,2032.65,2144.0,2144.0,2144.0,2144.0,2144.0,2144.0
2023-07-26,RUPA,291.55,342,100000.0,99710.1,2864.25,2.8726,4,299.0,300.85,299.925,171,171,299.925,267.1868,19.34,1624.3,8.605,-0.5145,268.45,290.05,298.6,11:30,267.2,09:30,304.45,09:30,292.0,09:15,11.2311,8.0462,4.2637,1.5411,267.2,267.2,267.2,267.2,267.2,267.2,283.5,296.0,298.6,298.6,298.6,298.6,292.0,292.0,292.0,292.0,292.0,292.0,304.45,304.45,304.45,304.45,304.45,304.45
2023-07-26,SOBHA,615.9,162,100000.0,99775.8,-1263.6,-1.2664,4,609.0,607.2,608.1,81,81,608.1,563.9378,9.44,4084.1,8.7586,0.6413,566.3,619.85,631.4,15:15,563.7,09:30,625.65,09:15,598.65,14:45,11.4957,9.4561,0.4334,-3.1865,563.7,563.7,563.7,563.7,563.7,563.7,580.9,582.45,607.15,607.15,612.8,630.7,604.55,604.55,600.25,600.25,600.25,598.65,625.65,625.65,625.65,625.65,625.65,625.65
2023-07-27,ITDC,355.05,281,100000.0,99769.05,-394.45,-0.3943,4,354.7,352.6,353.65,140,141,353.65,333.8019,16.27,2531.9,5.2936,0.6478,337.2,357.35,362.5,12:00,332.85,09:15,359.2,09:15,346.95,12:45,7.503,5.9757,0.3212,-1.6897,332.85,332.85,332.85,332.85,332.85,332.85,354.4,360.0,362.5,362.5,362.5,362.5,351.7,351.7,349.2,346.95,346.95,346.95,359.2,359.2,359.2,359.2,359.2,359.2
2023-07-27,MMTC,35.95,2781,100000.0,99976.95,-1668.7,-1.669,4,35.45,35.25,35.35,1390,1391,35.35,33.6156,8.65,4185.0,6.2038,-0.4172,33.85,35.8,36.5,09:15,33.65,09:15,36.2,09:15,35.05,10:30,7.8287,5.7607,0.6954,-2.3644,33.65,33.65,33.65,33.65,33.65,33.65,36.5,36.5,36.5,36.5,36.5,36.5,35.15,35.05,35.05,35.05,35.05,35.05,36.2,36.2,36.2,36.2,36.2,36.2
2023-07-27,NESCO,663.25,150,100000.0,99487.5,1537.5,1.5454,4,669.7,677.3,673.5,75,75,673.5,630.8278,7.25,3647.7,4.4653,0.1131,634.9,664.0,671.75,10:45,633.75,09:15,691.9,15:15,663.4,09:15,5.8041,4.5834,3.7876,2.7526,633.75,633.75,633.75,633.75,633.75,633.75,669.4,671.75,671.75,671.75,671.75,671.75,663.4,663.4,663.4,663.4,663.4,663.4,684.45,684.45,684.45,684.45,684.45,690.0
2023-07-27,SUPRIYA,262.5,380,100000.0,99750.0,-2327.5,-2.3333,4,254.5,258.25,256.375,190,190,256.375,242.0289,12.62,1535.2,8.1582,0.5714,242.7,264.0,268.15,10:30,242.65,09:15,264.8,09:15,252.05,13:45,10.4862,8.7763,0.303,-3.4091,242.65,242.65,242.65,242.65,242.65,242.65,265.0,268.15,268.15,268.15,268.15,268.15,254.0,254.0,254.0,254.0,252.05,252.05,264.8,264.8,264.8,264.8,264.8,264.8
2023-07-28,FINOPB,333.15,300,100000.0,99945.0,3202.5,3.2043,3,331.25,356.4,343.825,150,150,343.825,291.3242,12.14,1699.7,13.1624,5.0128,294.4,349.85,349.85,15:00,291.6,09:15,367.8,10:30,325.15,15:15,18.8349,18.8349,5.9942,-5.4755,291.6,291.6,291.6,291.6,291.6,291.6,314.4,328.0,329.0,329.0,330.7,349.85,327.55,327.55,327.55,327.55,327.55,327.55,348.0,367.8,367.8,367.8,367.8,367.8
2023-07-28,MUKANDLTD,157.4,635,100000.0,99949.0,3953.45,3.9549,3,163.05,164.2,163.625,317,318,163.625,140.0592,10.54,2038.1,13.2374,0.2541,139.0,157.8,160.65,14:45,138.05,09:15,172.95,12:00,158.05,09:15,15.5755,13.5252,8.9792,5.23,138.05,138.05,138.05,138.05,138.05,138.05,142.35,143.25,144.5,145.8,158.8,160.65,158.05,158.05,158.05,158.05,158.05,158.05,165.1,169.75,172.95,172.95,172.95,172.95
2023-07-28,VESUVIUS,338.5,295,100000.0,99857.5,-590.0,-0.5908,3,336.5,336.5,336.5,147,148,336.5,321.5,13.88,3323.5,-0.4412,0.2954,340.0,339.5,352.0,09:15,331.5,10:00,370.0,15:15,331.5,09:15,3.5294,-0.1471,10.4478,9.7015,331.5,331.5,331.5,331.5,331.5,331.5,352.0,352.0,352.0,352.0,352.0,352.0,331.5,331.5,331.5,331.5,331.5,331.5,340.0,340.0,349.0,349.0,358.0,361.0
2023-07-31,MMFL,537.2,186,100000.0,99919.2,1023.0,1.0238,3,544.8,540.6,542.7,93,93,542.7,489.7014,13.32,2025.8,7.9799,-0.4095,497.5,535.0,549.0,10:45,492.4,09:15,549.5,09:45,530.75,14:45,10.3518,7.5377,1.2903,-1.7512,492.4,492.4,492.4,492.4,492.4,492.4,536.9,549.0,549.0,549.0,549.0,549.0,540.0,537.5,537.5,537.5,534.5,530.75,549.5,549.5,549.5,549.5,549.5,549.5
2023-07-31,POWERMECH,2293.4,43,100000.0,98616.2,4930.5,4.9991,3,2407.5,2408.6,2408.05,21,22,2408.05,2109.1426,7.03,3681.7,-8.2603,1.1599,2499.9,2320.0,2534.7,09:15,2279.8,10:00,2439.0,09:45,2335.45,09:15,1.3921,-7.1963,3.2599,0.6562,2279.8,2279.8,2279.8,2279.8,2279.8,2279.8,2534.7,2534.7,2534.7,2534.7,2534.7,2534.7,2335.45,2335.45,2335.45,2335.45,2335.45,2335.45,2439.0,2439.0,2439.0,2439.0,2439.0,2439.0
2023-07-31,WENDT,14123.85,7,100000.0,98866.95,-3459.95,-3.4647,3,13669.0,13600.0,13634.5,3,4,13634.5,11770.5536,8.8,1701.7,18.2209,-1.8964,11947.0,13856.0,14123.85,14:45,11865.7,09:30,14240.0,09:15,13350.0,15:15,18.2209,15.9789,1.3523,-3.5872,11865.7,11865.7,11865.7,11865.7,11865.7,11865.7,12149.8,12149.8,12777.0,13499.95,13979.95,14123.85,13500.05,13500.05,13500.05,13500.05,13500.05,13500.05,14240.0,14240.0,14240.0,14240.0,14240.0,14240.0
2023-08-01,DBL,319.6,312,100000.0,99715.2,3790.8,3.8016,3,324.35,339.15,331.75,156,156,331.75,266.6424,17.44,2469.6,19.2537,0.0,268.0,319.6,319.6,14:30,267.25,09:15,348.0,10:45,312.0,15:15,19.2537,19.2537,8.75,-1.5469,267.25,267.25,267.25,267.25,267.25,267.25,296.0,298.0,299.3,299.3,306.5,319.6,312.15,312.15,312.15,312.15,312.15,312.15,332.9,348.0,348.0,348.0,348.0,348.0
2023-08-01,MPSLTD,1120.55,89,100000.0,99728.95,5212.15,5.2117,3,1164.4,1193.5,1178.95,44,45,1178.95,1040.5823,9.98,1816.5,6.5465,-0.0491,1051.7,1120.0,1214.0,13:45,1050.0,09:15,1350.6,15:15,1132.6,09:15,15.4322,6.4942,18.1162,18.1162,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1144.0,1144.0,1144.0,1175.25,1214.0,1214.0,1132.6,1132.6,1132.6,1132.6,1132.6,1132.6,1195.0,1205.0,1289.0,1342.3,1342.3,1342.3
2023-08-01,POLYPLEX,1289.8,77,100000.0,99314.6,-504.25,-0.502,3,1289.0,1277.65,1283.325,38,39,1283.325,1224.7479,7.56,3586.8,5.2898,-0.2946,1225.0,1286.0,1323.0,09:30,1224.95,09:15,1295.95,09:15,1265.3,14:15,8.0,4.9796,0.6172,-1.4169,1224.95,1224.95,1224.95,1224.95,1224.95,1224.95,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1279.05,1274.05,1274.05,1274.05,1266.7,1265.3,1295.95,1295.95,1295.95,1295.95,1295.95,1295.95
2023-08-02,MPSLTD,1335.0,74,100000.0,98790.0,9344.35,9.4588,2,1478.6,1443.95,1461.275,37,37,1461.275,1118.9087,17.83,1816.5,16.7519,1.1685,1143.45,1350.6,1350.6,15:15,1132.6,09:15,1534.95,14:15,1331.55,09:15,18.1162,18.1162,12.4505,8.4396,1132.6,1132.6,1132.6,1132.6,1132.6,1132.6,1195.0,1205.0,1289.0,1342.3,1342.3,1342.3,1331.55,1331.55,1331.55,1331.55,1331.55,1331.55,1483.0,1483.0,1483.0,1502.0,1529.9,1534.95
2023-08-02,STARCEMENT,157.3,635,100000.0,99885.5,4717.25,4.7203,2,162.35,167.1,164.725,317,318,164.725,144.0368,21.56,4613.0,8.11,2.9879,145.5,162.0,162.95,15:15,145.5,09:15,168.5,14:00,160.5,09:45,11.9931,11.3402,3.3742,2.6074,145.5,145.5,145.5,145.5,145.5,145.5,154.7,156.6,157.8,157.95,159.5,159.5,160.5,160.5,160.5,160.5,160.5,160.5,167.9,167.9,167.9,167.9,168.5,168.5
2023-08-03,DIAMONDYD,923.0,108,100000.0,99684.0,-3431.7,-3.4426,3,892.25,890.2,891.225,54,54,891.225,849.1382,8.77,1727.4,6.2385,-0.8397,868.8,915.25,968.0,09:15,868.8,09:15,913.0,09:15,879.95,13:00,11.418,5.3465,0.0,-3.3954,868.8,868.8,868.8,868.8,868.8,868.8,968.0,968.0,968.0,968.0,968.0,968.0,880.0,880.0,880.0,879.95,879.95,879.95,913.0,913.0,913.0,913.0,913.0,913.0
