date,symbol,entry_price,shares_bought,target_allocation,capital_allocated,pnl,return_pct,n_signals_day,exit_price,prev_day_vwap_close_used,vol_ratio,mcap_cr,pre_entry_move_pct,post_entry_move_pct,entry_day_open_915,entry_day_close_1515,entry_day_high_price,entry_day_high_time,entry_day_low_price,entry_day_low_time,exit_day_high_price,exit_day_high_time,exit_day_low_price,exit_day_low_time,entry_day_range_h_minus_o_pct,entry_day_range_c_minus_o_pct,exit_day_range_h_minus_o_pct,exit_day_range_c_minus_o_pct,entry_day_cumlow_10,entry_day_cumlow_11,entry_day_cumlow_12,entry_day_cumlow_13,entry_day_cumlow_14,entry_day_cumlow_15,entry_day_cumhigh_10,entry_day_cumhigh_11,entry_day_cumhigh_12,entry_day_cumhigh_13,entry_day_cumhigh_14,entry_day_cumhigh_15,exit_day_cumlow_10,exit_day_cumlow_11,exit_day_cumlow_12,exit_day_cumlow_13,exit_day_cumlow_14,exit_day_cumlow_15,exit_day_cumhigh_10,exit_day_cumhigh_11,exit_day_cumhigh_12,exit_day_cumhigh_13,exit_day_cumhigh_14,exit_day_cumhigh_15
2022-03-17,IFBIND,992.95,100,100000.0,99295.0,-2420.0,-2.4372,2,968.75,879.3959,52.46,4216.8,10.9441,0.2065,895.0,995.0,1013.9,15:15,895.0,09:15,995.65,09:15,955.35,15:15,13.2849,11.1732,0.7845,-2.8242,895.0,895.0,895.0,895.0,895.0,895.0,989.0,994.0,1009.0,1009.0,1010.15,1010.15,968.2,961.65,961.65,961.65,961.65,961.65,995.65,995.65,995.65,995.65,995.65,995.65
2022-03-17,RATEGAIN,337.45,296,100000.0,99885.2,3492.8,3.4968,2,349.25,291.8771,9.11,3585.2,13.6195,-1.9262,297.0,330.95,351.45,14:00,295.0,09:15,354.65,10:45,322.4,10:00,18.3333,11.431,5.8657,3.5672,295.0,295.0,295.0,295.0,295.0,295.0,335.0,336.0,336.0,343.8,351.45,351.45,322.4,322.4,322.4,322.4,322.4,322.4,335.0,354.65,354.65,354.65,354.65,354.65
2022-03-21,DODLA,533.75,187,100000.0,99811.25,-3936.35,-3.9438,2,512.7,457.5241,13.39,2660.8,6.75,-0.7026,500.0,530.0,548.45,09:15,483.0,09:15,530.0,09:15,500.0,15:15,9.69,6.0,0.0,-5.283,483.0,483.0,483.0,483.0,483.0,483.0,548.45,548.45,548.45,548.45,548.45,548.45,511.15,504.05,503.05,503.0,503.0,503.0,530.0,530.0,530.0,530.0,530.0,530.0
2022-03-21,VALIANTORG,1033.8,96,100000.0,99244.8,-1531.2,-1.5429,2,1017.85,861.8922,13.66,2500.6,17.9329,0.0,876.6,1033.8,1033.8,13:30,876.6,09:15,1087.95,10:15,1002.0,15:15,17.9329,17.9329,2.6368,-5.0,876.6,876.6,876.6,876.6,876.6,876.6,927.9,1019.85,1019.85,1019.85,1033.8,1033.8,1021.0,1021.0,1012.0,1012.0,1012.0,1002.1,1083.8,1087.95,1087.95,1087.95,1087.95,1087.95
2022-03-22,KSB,250.15,399,100000.0,99809.85,-1416.45,-1.4191,4,246.6,232.5598,11.54,4592.7,4.7529,-0.9594,238.8,247.75,261.6,09:30,237.05,09:15,250.9,09:15,242.4,11:45,9.5477,3.7479,0.8441,-0.5024,237.05,237.05,237.05,237.05,237.05,237.05,261.6,261.6,261.6,261.6,261.6,261.6,243.45,243.45,242.4,242.4,242.4,242.4,250.9,250.9,250.9,250.9,250.9,250.9
2022-03-22,MHRIL,234.0,427,100000.0,99918.0,-3522.75,-3.5256,4,225.75,212.438,14.43,4601.7,9.4481,-0.9829,213.8,231.7,238.0,13:45,213.05,09:15,234.0,09:45,225.0,13:45,11.319,8.3723,0.6452,-1.9355,213.05,213.05,213.05,213.05,213.05,213.05,228.95,233.85,236.35,236.35,238.0,238.0,230.25,228.25,227.55,225.15,225.0,225.0,234.0,234.0,234.0,234.0,234.0,234.0
2022-03-22,OAL,794.15,125,100000.0,99268.75,-1918.75,-1.9329,4,778.8,672.8631,21.39,2369.6,16.9588,-1.7818,679.0,780.0,804.35,11:00,670.65,09:45,784.0,09:15,728.1,09:30,18.461,14.8748,0.0,-2.2959,670.65,670.65,670.65,670.65,670.65,670.65,695.0,804.35,804.35,804.35,804.35,804.35,728.1,728.1,728.1,728.1,728.1,728.1,784.0,784.0,784.0,784.0,784.0,784.0
2022-03-22,VIDHIING,422.55,236,100000.0,99721.8,-1321.6,-1.3253,4,416.95,387.9519,8.03,2082.2,8.0691,1.0531,391.0,427.0,435.0,11:30,389.75,09:15,428.9,09:15,412.0,15:15,11.2532,9.2072,0.9652,-2.7072,389.75,389.75,389.75,389.75,389.75,389.75,407.0,409.0,435.0,435.0,435.0,435.0,415.55,415.55,415.55,415.55,413.15,413.15,428.9,428.9,428.9,428.9,428.9,428.9
2022-03-23,IFBIND,1014.65,98,100000.0,99435.7,-3268.3,-3.2868,3,981.3,940.6425,17.43,4216.8,8.2062,-2.1337,937.7,993.0,1036.15,10:30,937.7,09:15,995.0,09:30,972.0,09:15,10.4991,5.8974,0.5051,-1.5152,937.7,937.7,937.7,937.7,937.7,937.7,1022.65,1036.15,1036.15,1036.15,1036.15,1036.15,972.0,972.0,972.0,972.0,972.0,972.0,995.0,995.0,995.0,995.0,995.0,995.0
2022-03-23,PARAS,344.0,290,100000.0,99760.0,-2436.0,-2.4419,3,335.6,320.3225,9.76,2440.2,1.9259,-1.1628,337.5,340.0,354.2,09:15,334.6,09:15,341.9,09:15,332.6,15:15,4.9481,0.7407,0.0,-1.8719,334.6,334.6,334.6,334.6,334.6,334.6,354.2,354.2,354.2,354.2,354.2,354.2,334.5,334.5,334.5,334.5,334.5,333.5,341.9,341.9,341.9,341.9,341.9,341.9
2022-03-23,SBCL,354.35,282,100000.0,99926.7,-2354.7,-2.3564,3,346.0,314.7195,7.13,1972.4,11.2035,-0.6632,318.65,352.0,360.0,14:30,316.0,09:15,354.65,09:15,340.65,15:15,12.9766,10.466,0.3963,-1.9533,316.0,316.0,316.0,316.0,316.0,316.0,332.25,347.35,353.35,358.5,358.5,360.0,342.05,342.05,342.05,341.35,341.35,341.35,354.65,354.65,354.65,354.65,354.65,354.65
2022-03-24,AHLUCONT,438.55,228,100000.0,99989.4,1242.6,1.2427,1,444.0,407.6765,7.51,3155.4,-0.3295,-0.057,440.0,438.3,467.0,11:30,432.35,09:15,459.0,09:45,439.0,11:00,6.1364,-0.3864,2.7305,-0.8729,432.35,432.35,432.35,432.35,432.35,432.35,454.4,463.25,467.0,467.0,467.0,467.0,443.0,439.0,439.0,439.0,439.0,439.0,459.0,459.0,459.0,459.0,459.0,459.0
2022-03-25,EXPLEOSOL,1650.0,60,100000.0,99000.0,-264.0,-0.2667,1,1645.6,1501.8458,7.21,1721.0,7.9914,-0.9091,1527.9,1635.0,1683.0,13:15,1505.75,09:30,1698.3,12:00,1621.7,09:15,10.1512,7.0096,3.4918,-0.2438,1505.75,1505.75,1505.75,1505.75,1505.75,1505.75,1527.9,1546.1,1629.6,1675.6,1683.0,1683.0,1621.7,1621.7,1621.7,1621.7,1621.7,1621.7,1662.0,1662.0,1698.3,1698.3,1698.3,1698.3
2022-03-28,SEAMECLTD,1335.35,74,100000.0,98815.9,370.0,0.3744,1,1340.35,1188.2174,7.62,3403.1,8.9192,2.5424,1226.0,1369.3,1372.0,15:15,1207.0,09:15,1424.9,12:15,1319.5,14:15,11.9086,11.6884,3.6291,-3.4909,1207.0,1207.0,1207.0,1207.0,1207.0,1207.0,1230.0,1230.0,1230.0,1230.0,1347.5,1363.7,1332.1,1332.1,1332.1,1332.1,1332.1,1319.5,1397.0,1397.0,1419.0,1424.9,1424.9,1424.9
2022-03-29,NFL,54.6,1831,100000.0,99972.6,-640.85,-0.641,3,54.25,50.3613,10.79,2602.5,8.226,-1.6484,50.45,53.7,55.85,12:45,50.45,09:15,55.85,09:30,53.15,15:15,10.7037,6.442,2.0091,-2.5571,50.45,50.45,50.45,50.45,50.45,50.45,53.9,53.9,54.0,55.85,55.85,55.85,54.3,54.1,54.1,53.85,53.85,53.65,55.85,55.85,55.85,55.85,55.85,55.85
2022-03-29,PUNJABCHEM,1475.1,67,100000.0,98831.7,2288.05,2.3151,3,1509.25,1388.1817,8.41,1789.5,6.302,0.061,1387.65,1476.0,1493.0,14:30,1386.5,09:30,1539.7,09:45,1480.55,09:15,7.592,6.3669,1.4295,-1.054,1386.5,1386.5,1386.5,1386.5,1386.5,1386.5,1489.95,1489.95,1489.95,1489.95,1489.95,1493.0,1480.55,1480.55,1480.55,1480.55,1480.55,1480.55,1539.7,1539.7,1539.7,1539.7,1539.7,1539.7
2022-03-29,RCF,90.5,1104,100000.0,99912.0,828.0,0.8287,3,91.25,81.1329,17.23,4934.9,11.3161,1.326,81.3,91.7,93.55,13:45,81.3,09:15,94.55,13:45,88.7,10:00,15.0677,12.7921,2.2162,-3.3514,81.3,81.3,81.3,81.3,81.3,81.3,88.8,88.8,89.5,92.15,93.55,93.55,88.7,88.7,88.7,88.7,88.7,88.7,93.9,93.9,93.9,93.9,94.55,94.55
2022-03-30,NESCO,559.1,178,100000.0,99519.8,-898.9,-0.9032,2,554.05,517.689,9.66,3892.9,7.9344,-0.4293,518.0,556.7,568.7,13:00,518.0,09:15,562.95,09:30,550.0,15:15,9.7876,7.471,1.7993,-0.3617,518.0,518.0,518.0,518.0,518.0,518.0,532.0,547.0,553.4,568.7,568.7,568.7,552.9,552.9,552.9,552.9,552.9,552.4,562.95,562.95,562.95,562.95,562.95,562.95
2022-03-30,STYLAMIND,1064.0,93,100000.0,98952.0,-3659.55,-3.6983,2,1024.65,900.4013,30.22,1730.5,17.4523,-0.8459,905.9,1055.0,1078.0,14:45,900.0,09:15,1065.0,09:15,950.5,09:15,18.9977,16.4588,0.0,-3.9108,900.0,900.0,900.0,900.0,900.0,900.0,915.0,920.5,920.5,920.5,1055.0,1078.0,950.5,950.5,950.5,950.5,950.5,950.5,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0
2022-03-31,BAJAJCON,164.0,609,100000.0,99876.0,2436.0,2.439,1,168.0,149.7476,9.45,2409.3,9.3333,-2.0732,150.0,160.6,167.9,14:00,149.4,09:30,171.3,09:30,162.15,09:15,11.9333,7.0667,4.9311,2.879,149.4,149.4,149.4,149.4,149.4,149.4,151.4,151.4,156.9,158.25,167.9,167.9,162.15,162.15,162.15,162.15,162.15,162.15,171.3,171.3,171.3,171.3,171.3,171.3
2022-04-01,BECTORFOOD,67.3,1238,83333.33,83317.4,1238.0,1.4859,6,68.3,56.0541,13.02,1648.9,17.2474,0.0,57.4,67.3,67.3,14:15,56.6,09:15,71.6,09:15,65.4,09:30,17.2474,17.2474,2.5788,-2.0057,56.6,56.6,56.6,56.6,56.6,56.6,64.7,64.7,64.7,64.7,66.6,67.3,65.4,65.4,65.4,65.4,65.4,65.4,71.6,71.6,71.6,71.6,71.6,71.6
2022-04-01,NESCO,590.7,141,83333.33,83288.7,1769.55,2.1246,6,603.25,552.2865,10.52,3892.9,8.3555,0.2031,545.15,591.9,604.45,09:30,545.15,09:15,616.0,10:45,594.9,09:15,10.8777,8.5756,2.718,1.0505,545.15,545.15,545.15,545.15,545.15,545.15,604.45,604.45,604.45,604.45,604.45,604.45,594.9,594.9,594.9,594.9,594.9,594.9,603.65,616.0,616.0,616.0,616.0,616.0
2022-04-01,NFL,58.05,1435,83333.33,83301.75,3802.75,4.565,6,60.7,53.1094,7.12,2602.5,9.7353,-0.5168,52.9,57.75,59.3,10:45,52.45,09:15,60.9,14:30,57.55,11:00,12.0983,9.1682,4.7291,2.8375,52.45,52.45,52.45,52.45,52.45,52.45,56.3,59.3,59.3,59.3,59.3,59.3,57.9,57.55,57.55,57.55,57.55,57.55,59.6,59.6,59.6,59.6,59.95,60.9
2022-04-01,SPANDANA,394.0,211,83333.33,83134.0,9210.15,11.0787,6,437.65,332.032,7.06,2137.7,18.3183,1.0787,333.0,398.25,398.25,14:15,332.95,09:15,447.2,12:45,395.1,09:15,19.5946,19.5946,12.7016,8.619,332.95,332.95,332.95,332.95,332.95,332.95,344.95,350.5,350.5,378.1,397.45,398.25,395.1,395.1,395.1,395.1,395.1,395.1,418.55,418.55,424.45,447.2,447.2,447.2
2022-04-01,VIDHIING,457.35,182,83333.33,83237.7,4631.9,5.5647,6,482.8,416.9103,11.65,2082.2,8.9447,0.5794,419.8,460.0,465.0,15:00,419.8,09:15,513.15,09:15,471.0,15:00,10.767,9.576,4.5325,-2.3325,419.8,419.8,419.8,419.8,419.8,419.8,448.85,464.0,464.0,464.0,464.0,465.0,486.25,485.1,485.1,485.1,485.1,471.0,513.15,513.15,513.15,513.15,513.15,513.15
2022-04-01,WELCORP,183.4,454,83333.33,83263.6,-658.3,-0.7906,6,181.95,167.2413,8.57,4368.3,8.9397,-0.2181,168.35,183.0,187.4,14:00,168.0,09:15,189.2,14:45,178.8,09:30,11.3157,8.7021,3.7565,1.9742,168.0,168.0,168.0,168.0,168.0,168.0,186.65,186.65,186.65,186.65,187.4,187.4,178.8,178.8,178.8,178.8,178.8,178.8,184.9,184.9,184.9,184.9,184.9,189.2
2022-04-04,MAZDOCK,137.05,729,100000.0,99909.45,109.35,0.1094,2,137.2,125.5663,11.85,4834.5,8.3399,-1.2039,126.5,135.4,140.0,12:00,126.5,09:15,140.9,09:45,133.75,09:15,10.6719,7.0356,2.9218,-0.6574,126.5,126.5,126.5,126.5,126.5,126.5,129.1,129.7,140.0,140.0,140.0,140.0,133.75,133.75,133.75,133.75,133.75,133.75,140.9,140.9,140.9,140.9,140.9,140.9
2022-04-04,SPANDANA,435.5,229,100000.0,99729.5,4007.5,4.0184,2,453.0,396.4321,8.59,2137.7,9.753,-1.0333,396.8,431.0,447.2,12:45,395.1,09:15,467.0,10:00,422.85,09:15,12.7016,8.619,8.403,3.0176,395.1,395.1,395.1,395.1,395.1,395.1,418.55,418.55,424.45,447.2,447.2,447.2,422.85,422.85,422.85,422.85,422.85,422.85,467.0,467.0,467.0,467.0,467.0,467.0
2022-04-05,DBL,302.0,331,100000.0,99962.0,-4303.0,-4.3046,3,289.0,251.7833,10.68,3525.2,19.7937,0.0,252.1,302.0,302.0,11:00,252.1,09:15,309.9,09:15,284.5,13:15,19.7937,19.7937,2.6159,-4.9834,252.1,252.1,252.1,252.1,252.1,252.1,289.0,302.0,302.0,302.0,302.0,302.0,292.5,291.6,287.3,285.8,284.5,284.5,309.9,309.9,309.9,309.9,309.9,309.9
2022-04-05,GPPL,91.55,1092,100000.0,99972.6,600.6,0.6008,3,92.1,81.5977,11.64,3693.5,11.1718,-0.1638,82.35,91.4,95.85,12:00,82.0,09:15,94.65,11:45,89.35,09:15,16.3934,10.9897,4.5856,2.4309,82.0,82.0,82.0,82.0,82.0,82.0,83.85,86.45,95.85,95.85,95.85,95.85,89.35,89.35,89.35,89.35,89.35,89.35,92.95,92.95,94.65,94.65,94.65,94.65
2022-04-05,UNICHEMLAB,293.85,340,100000.0,99909.0,-3944.0,-3.9476,3,282.25,263.6335,9.77,1829.8,6.8545,-1.14,275.0,290.5,303.05,09:30,275.0,09:15,296.0,09:30,282.0,14:30,10.2,5.6364,2.069,0.3448,275.0,275.0,275.0,275.0,275.0,275.0,303.05,303.05,303.05,303.05,303.05,303.05,286.3,286.3,286.3,285.0,282.4,282.0,296.0,296.0,296.0,296.0,296.0,296.0
2022-04-07,BLS,81.2,1231,100000.0,99957.2,2400.45,2.4015,4,83.15,70.4,11.49,2411.2,11.2329,0.1847,73.0,81.35,84.7,10:45,73.0,09:15,85.95,09:15,81.25,15:00,16.0274,11.4384,4.4985,0.304,73.0,73.0,73.0,73.0,73.0,73.0,83.7,84.7,84.7,84.7,84.7,84.7,82.25,82.25,82.25,82.05,82.05,81.25,85.95,85.95,85.95,85.95,85.95,85.95
2022-04-07,DCBBANK,88.95,1124,100000.0,99979.8,-1798.4,-1.7988,4,87.35,77.8926,11.83,2158.2,12.5949,-0.787,79.0,88.25,92.25,14:30,78.4,09:15,90.25,13:15,85.1,09:30,16.7722,11.7089,3.0251,2.0548,78.4,78.4,78.4,78.4,78.4,78.4,80.5,81.4,88.5,89.4,89.4,92.25,85.1,85.1,85.1,85.1,85.1,85.1,87.6,88.05,88.5,89.8,90.25,90.25
