date,symbol,entry_price,shares_bought,target_allocation,capital_allocated,pnl,return_pct,n_signals_day,exit_price,prev_day_vwap_close_used,vol_ratio,mcap_cr,pre_entry_move_pct,post_entry_move_pct,entry_day_open_915,entry_day_close_1515,entry_day_high_price,entry_day_high_time,entry_day_low_price,entry_day_low_time,exit_day_high_price,exit_day_high_time,exit_day_low_price,exit_day_low_time,entry_day_range_h_minus_o_pct,entry_day_range_c_minus_o_pct,exit_day_range_h_minus_o_pct,exit_day_range_c_minus_o_pct,entry_day_cumlow_10,entry_day_cumlow_11,entry_day_cumlow_12,entry_day_cumlow_13,entry_day_cumlow_14,entry_day_cumlow_15,entry_day_cumhigh_10,entry_day_cumhigh_11,entry_day_cumhigh_12,entry_day_cumhigh_13,entry_day_cumhigh_14,entry_day_cumhigh_15,exit_day_cumlow_10,exit_day_cumlow_11,exit_day_cumlow_12,exit_day_cumlow_13,exit_day_cumlow_14,exit_day_cumlow_15,exit_day_cumhigh_10,exit_day_cumhigh_11,exit_day_cumhigh_12,exit_day_cumhigh_13,exit_day_cumhigh_14,exit_day_cumhigh_15
2022-03-14,KIRLOSIND,1581.9,63,100000.0,99659.7,-3521.7,-3.5337,4,1526.0,1489.4168,7.56,1516.3,-0.8213,-1.0051,1595.0,1566.0,1699.0,09:15,1551.55,15:15,1598.6,09:15,1499.25,14:15,6.5204,-1.8182,0.6485,-4.615,1563.55,1563.55,1563.55,1563.55,1563.55,1563.55,1699.0,1699.0,1699.0,1699.0,1699.0,1699.0,1508.95,1501.0,1501.0,1501.0,1501.0,1499.25,1598.6,1598.6,1598.6,1598.6,1598.6,1598.6
2022-03-14,TIIL,1054.2,94,100000.0,99094.8,-4225.3,-4.2639,4,1009.25,877.7896,14.69,2411.9,18.4494,0.0,890.0,1054.2,1054.2,12:30,890.0,09:15,1108.95,09:15,983.6,14:00,18.4494,18.4494,1.4593,-9.8811,890.0,890.0,890.0,890.0,890.0,890.0,957.0,999.0,1042.0,1054.2,1054.2,1054.2,1018.0,1018.0,1018.0,1007.45,983.6,983.6,1108.95,1108.95,1108.95,1108.95,1108.95,1108.95
2022-03-14,USHAMART,106.9,935,100000.0,99951.5,-2477.75,-2.479,4,104.25,90.2815,7.68,4098.8,16.9584,0.5613,91.4,107.5,108.2,15:15,89.7,09:15,109.4,09:15,102.05,14:15,18.3807,17.6149,0.9225,-4.6125,89.7,89.7,89.7,89.7,89.7,89.7,91.4,91.4,98.65,104.1,106.45,108.0,104.4,104.4,103.5,103.5,103.0,102.05,109.4,109.4,109.4,109.4,109.4,109.4
2022-03-15,HERANBA,662.75,150,100000.0,99412.5,-1222.5,-1.2297,2,654.6,603.9988,9.25,2420.0,8.6654,0.249,609.9,664.4,708.55,11:45,605.0,09:15,677.3,09:15,652.1,14:30,16.1748,8.9359,0.7437,-2.4245,605.0,605.0,605.0,605.0,605.0,605.0,624.55,654.55,708.55,708.55,708.55,708.55,654.0,654.0,654.0,654.0,654.0,652.1,677.3,677.3,677.3,677.3,677.3,677.3
2022-03-15,WSTCSTPAPR,290.0,344,100000.0,99760.0,5693.2,5.7069,2,306.55,275.177,8.24,2207.7,5.1105,0.3448,275.9,291.0,304.5,10:15,275.9,09:15,315.65,13:30,293.55,09:15,10.3661,5.473,7.0,4.4068,275.9,275.9,275.9,275.9,275.9,275.9,304.35,304.5,304.5,304.5,304.5,304.5,293.55,293.55,293.55,293.55,293.55,293.55,304.4,310.1,310.1,310.1,315.65,315.65
2022-03-16,SAGCEM,226.8,440,100000.0,99792.0,2728.0,2.7337,2,233.0,207.0855,7.59,2894.6,6.7797,0.3086,212.4,227.5,247.55,10:15,208.1,09:15,234.8,10:45,227.15,09:15,16.549,7.1092,1.2287,-0.0216,208.1,208.1,208.1,208.1,208.1,208.1,244.6,247.55,247.55,247.55,247.55,247.55,227.15,227.15,227.15,227.15,227.15,227.15,233.6,234.8,234.8,234.8,234.8,234.8
2022-03-16,WSTCSTPAPR,305.95,326,100000.0,99739.7,521.6,0.523,2,307.55,290.207,7.73,2207.7,3.7119,0.67,295.0,308.0,315.65,13:30,293.55,09:15,315.9,09:15,300.2,13:30,7.0,4.4068,2.0019,-1.227,293.55,293.55,293.55,293.55,293.55,293.55,304.4,310.1,310.1,310.1,315.65,315.65,307.2,303.05,303.05,302.0,300.2,300.2,315.9,315.9,315.9,315.9,315.9,315.9
2022-03-17,IFBIND,995.6,100,100000.0,99560.0,-2600.0,-2.6115,2,969.6,879.3959,52.46,4216.8,11.2402,-0.0603,895.0,995.0,1013.9,15:15,895.0,09:15,995.65,09:15,955.35,15:15,13.2849,11.1732,0.7845,-2.8242,895.0,895.0,895.0,895.0,895.0,895.0,989.0,994.0,1009.0,1009.0,1010.15,1010.15,968.2,961.65,961.65,961.65,961.65,961.65,995.65,995.65,995.65,995.65,995.65,995.65
2022-03-17,RATEGAIN,336.8,296,100000.0,99692.8,3714.8,3.7262,2,349.35,291.8771,9.11,3585.2,13.4007,-1.7369,297.0,330.95,351.45,14:00,295.0,09:15,354.65,10:45,322.4,10:00,18.3333,11.431,5.8657,3.5672,295.0,295.0,295.0,295.0,295.0,295.0,335.0,336.0,336.0,343.8,351.45,351.45,322.4,322.4,322.4,322.4,322.4,322.4,335.0,354.65,354.65,354.65,354.65,354.65
2022-03-21,DODLA,528.1,189,100000.0,99810.9,-3042.9,-3.0487,2,512.0,457.5241,13.39,2660.8,5.62,0.3598,500.0,530.0,548.45,09:15,483.0,09:15,530.0,09:15,500.0,15:15,9.69,6.0,0.0,-5.283,483.0,483.0,483.0,483.0,483.0,483.0,548.45,548.45,548.45,548.45,548.45,548.45,511.15,504.05,503.05,503.0,503.0,503.0,530.0,530.0,530.0,530.0,530.0,530.0
2022-03-21,VALIANTORG,1033.8,96,100000.0,99244.8,-2481.6,-2.5005,2,1007.95,861.8922,13.66,2500.6,17.9329,0.0,876.6,1033.8,1033.8,13:30,876.6,09:15,1087.95,10:15,1002.0,15:15,17.9329,17.9329,2.6368,-5.0,876.6,876.6,876.6,876.6,876.6,876.6,927.9,1019.85,1019.85,1019.85,1033.8,1033.8,1021.0,1021.0,1012.0,1012.0,1012.0,1002.1,1083.8,1087.95,1087.95,1087.95,1087.95,1087.95
2022-03-22,KSB,246.6,405,100000.0,99873.0,-101.25,-0.1014,4,246.35,232.5598,11.54,4592.7,3.2663,0.4663,238.8,247.75,261.6,09:30,237.05,09:15,250.9,09:15,242.4,11:45,9.5477,3.7479,0.8441,-0.5024,237.05,237.05,237.05,237.05,237.05,237.05,261.6,261.6,261.6,261.6,261.6,261.6,243.45,243.45,242.4,242.4,242.4,242.4,250.9,250.9,250.9,250.9,250.9,250.9
2022-03-22,MHRIL,234.45,426,100000.0,99875.7,-3408.0,-3.4122,4,226.45,212.438,14.43,4601.7,9.6586,-1.173,213.8,231.7,238.0,13:45,213.05,09:15,234.0,09:45,225.0,13:45,11.319,8.3723,0.6452,-1.9355,213.05,213.05,213.05,213.05,213.05,213.05,228.95,233.85,236.35,236.35,238.0,238.0,230.25,228.25,227.55,225.15,225.0,225.0,234.0,234.0,234.0,234.0,234.0,234.0
2022-03-22,OAL,781.25,128,100000.0,100000.0,-486.4,-0.4864,4,777.45,672.8631,21.39,2369.6,15.0589,-0.16,679.0,780.0,804.35,11:00,670.65,09:45,784.0,09:15,728.1,09:30,18.461,14.8748,0.0,-2.2959,670.65,670.65,670.65,670.65,670.65,670.65,695.0,804.35,804.35,804.35,804.35,804.35,728.1,728.1,728.1,728.1,728.1,728.1,784.0,784.0,784.0,784.0,784.0,784.0
2022-03-22,VIDHIING,426.0,234,100000.0,99684.0,-2012.4,-2.0188,4,417.4,387.9519,8.03,2082.2,8.9514,0.2347,391.0,427.0,435.0,11:30,389.75,09:15,428.9,09:15,412.0,15:15,11.2532,9.2072,0.9652,-2.7072,389.75,389.75,389.75,389.75,389.75,389.75,407.0,409.0,435.0,435.0,435.0,435.0,415.55,415.55,415.55,415.55,413.15,413.15,428.9,428.9,428.9,428.9,428.9,428.9
2022-03-23,IFBIND,1012.0,98,100000.0,99176.0,-2998.8,-3.0237,3,981.4,940.6425,17.43,4216.8,7.9236,-1.8775,937.7,993.0,1036.15,10:30,937.7,09:15,995.0,09:30,972.0,09:15,10.4991,5.8974,0.5051,-1.5152,937.7,937.7,937.7,937.7,937.7,937.7,1022.65,1036.15,1036.15,1036.15,1036.15,1036.15,972.0,972.0,972.0,972.0,972.0,972.0,995.0,995.0,995.0,995.0,995.0,995.0
2022-03-23,PARAS,343.5,291,100000.0,99958.5,-2357.1,-2.3581,3,335.4,320.3225,9.76,2440.2,1.7778,-1.0189,337.5,340.0,354.2,09:15,334.6,09:15,341.9,09:15,332.6,15:15,4.9481,0.7407,0.0,-1.8719,334.6,334.6,334.6,334.6,334.6,334.6,354.2,354.2,354.2,354.2,354.2,354.2,334.5,334.5,334.5,334.5,334.5,333.5,341.9,341.9,341.9,341.9,341.9,341.9
2022-03-23,SBCL,352.6,283,100000.0,99785.8,-1825.35,-1.8293,3,346.15,314.7195,7.13,1972.4,10.6543,-0.1702,318.65,352.0,360.0,14:30,316.0,09:15,354.65,09:15,340.65,15:15,12.9766,10.466,0.3963,-1.9533,316.0,316.0,316.0,316.0,316.0,316.0,332.25,347.35,353.35,358.5,358.5,360.0,342.05,342.05,342.05,341.35,341.35,341.35,354.65,354.65,354.65,354.65,354.65,354.65
2022-03-24,AHLUCONT,438.9,227,100000.0,99630.3,1032.85,1.0367,1,443.45,407.6765,7.51,3155.4,-0.25,-0.1367,440.0,438.3,467.0,11:30,432.35,09:15,459.0,09:45,439.0,11:00,6.1364,-0.3864,2.7305,-0.8729,432.35,432.35,432.35,432.35,432.35,432.35,454.4,463.25,467.0,467.0,467.0,467.0,443.0,439.0,439.0,439.0,439.0,439.0,459.0,459.0,459.0,459.0,459.0,459.0
2022-03-25,EXPLEOSOL,1645.0,60,100000.0,98700.0,201.0,0.2036,1,1648.35,1501.8458,7.21,1721.0,7.6641,-0.6079,1527.9,1635.0,1683.0,13:15,1505.75,09:30,1698.3,12:00,1621.7,09:15,10.1512,7.0096,3.4918,-0.2438,1505.75,1505.75,1505.75,1505.75,1505.75,1505.75,1527.9,1546.1,1629.6,1675.6,1683.0,1683.0,1621.7,1621.7,1621.7,1621.7,1621.7,1621.7,1662.0,1662.0,1698.3,1698.3,1698.3,1698.3
2022-03-28,SEAMECLTD,1358.0,73,100000.0,99134.0,-2007.5,-2.025,1,1330.5,1188.2174,7.62,3403.1,10.7667,0.8321,1226.0,1369.3,1372.0,15:15,1207.0,09:15,1424.9,12:15,1319.5,14:15,11.9086,11.6884,3.6291,-3.4909,1207.0,1207.0,1207.0,1207.0,1207.0,1207.0,1230.0,1230.0,1230.0,1230.0,1347.5,1363.7,1332.1,1332.1,1332.1,1332.1,1332.1,1319.5,1397.0,1397.0,1419.0,1424.9,1424.9,1424.9
2022-03-29,NFL,54.55,1833,100000.0,99990.15,-733.2,-0.7333,3,54.15,50.3613,10.79,2602.5,8.1269,-1.5582,50.45,53.7,55.85,12:45,50.45,09:15,55.85,09:30,53.15,15:15,10.7037,6.442,2.0091,-2.5571,50.45,50.45,50.45,50.45,50.45,50.45,53.9,53.9,54.0,55.85,55.85,55.85,54.3,54.1,54.1,53.85,53.85,53.65,55.85,55.85,55.85,55.85,55.85,55.85
2022-03-29,PUNJABCHEM,1478.0,67,100000.0,99026.0,1721.9,1.7388,3,1503.7,1388.1817,8.41,1789.5,6.511,-0.1353,1387.65,1476.0,1493.0,14:30,1386.5,09:30,1539.7,09:45,1480.55,09:15,7.592,6.3669,1.4295,-1.054,1386.5,1386.5,1386.5,1386.5,1386.5,1386.5,1489.95,1489.95,1489.95,1489.95,1489.95,1493.0,1480.55,1480.55,1480.55,1480.55,1480.55,1480.55,1539.7,1539.7,1539.7,1539.7,1539.7,1539.7
2022-03-29,RCF,91.6,1091,100000.0,99935.6,-381.85,-0.3821,3,91.25,81.1329,17.23,4934.9,12.6691,0.1092,81.3,91.7,93.55,13:45,81.3,09:15,94.55,13:45,88.7,10:00,15.0677,12.7921,2.2162,-3.3514,81.3,81.3,81.3,81.3,81.3,81.3,88.8,88.8,89.5,92.15,93.55,93.55,88.7,88.7,88.7,88.7,88.7,88.7,93.9,93.9,93.9,93.9,94.55,94.55
2022-03-30,NESCO,560.0,178,100000.0,99680.0,-925.6,-0.9286,2,554.8,517.689,9.66,3892.9,8.1081,-0.5893,518.0,556.7,568.7,13:00,518.0,09:15,562.95,09:30,550.0,15:15,9.7876,7.471,1.7993,-0.3617,518.0,518.0,518.0,518.0,518.0,518.0,532.0,547.0,553.4,568.7,568.7,568.7,552.9,552.9,552.9,552.9,552.9,552.4,562.95,562.95,562.95,562.95,562.95,562.95
2022-03-30,STYLAMIND,1027.0,97,100000.0,99619.0,-194.0,-0.1947,2,1025.0,900.4013,30.22,1730.5,13.3679,2.7264,905.9,1055.0,1078.0,14:45,900.0,09:15,1065.0,09:15,950.5,09:15,18.9977,16.4588,0.0,-3.9108,900.0,900.0,900.0,900.0,900.0,900.0,915.0,920.5,920.5,920.5,1055.0,1078.0,950.5,950.5,950.5,950.5,950.5,950.5,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0
2022-03-31,BAJAJCON,163.7,610,100000.0,99857.0,2684.0,2.6878,1,168.1,149.7476,9.45,2409.3,9.1333,-1.8937,150.0,160.6,167.9,14:00,149.4,09:30,171.3,09:30,162.15,09:15,11.9333,7.0667,4.9311,2.879,149.4,149.4,149.4,149.4,149.4,149.4,151.4,151.4,156.9,158.25,167.9,167.9,162.15,162.15,162.15,162.15,162.15,162.15,171.3,171.3,171.3,171.3,171.3,171.3
2022-04-01,BECTORFOOD,67.3,1238,83333.33,83317.4,495.2,0.5944,6,67.7,56.0541,13.02,1648.9,17.2474,0.0,57.4,67.3,67.3,14:15,56.6,09:15,71.6,09:15,65.4,09:30,17.2474,17.2474,2.5788,-2.0057,56.6,56.6,56.6,56.6,56.6,56.6,64.7,64.7,64.7,64.7,66.6,67.3,65.4,65.4,65.4,65.4,65.4,65.4,71.6,71.6,71.6,71.6,71.6,71.6
2022-04-01,NESCO,592.7,140,83333.33,82978.0,1680.0,2.0246,6,604.7,552.2865,10.52,3892.9,8.7224,-0.135,545.15,591.9,604.45,09:30,545.15,09:15,616.0,10:45,594.9,09:15,10.8777,8.5756,2.718,1.0505,545.15,545.15,545.15,545.15,545.15,545.15,604.45,604.45,604.45,604.45,604.45,604.45,594.9,594.9,594.9,594.9,594.9,594.9,603.65,616.0,616.0,616.0,616.0,616.0
2022-04-01,NFL,58.0,1436,83333.33,83288.0,3302.8,3.9655,6,60.3,53.1094,7.12,2602.5,9.6408,-0.431,52.9,57.75,59.3,10:45,52.45,09:15,60.9,14:30,57.55,11:00,12.0983,9.1682,4.7291,2.8375,52.45,52.45,52.45,52.45,52.45,52.45,56.3,59.3,59.3,59.3,59.3,59.3,57.9,57.55,57.55,57.55,57.55,57.55,59.6,59.6,59.6,59.6,59.95,60.9
2022-04-01,SPANDANA,398.25,209,83333.33,83234.25,7785.25,9.3534,6,435.5,332.032,7.06,2137.7,19.5946,0.0,333.0,398.25,398.25,14:15,332.95,09:15,447.2,12:45,395.1,09:15,19.5946,19.5946,12.7016,8.619,332.95,332.95,332.95,332.95,332.95,332.95,344.95,350.5,350.5,378.1,397.45,398.25,395.1,395.1,395.1,395.1,395.1,395.1,418.55,418.55,424.45,447.2,447.2,447.2
2022-04-01,VIDHIING,460.05,181,83333.33,83269.05,3429.95,4.1191,6,479.0,416.9103,11.65,2082.2,9.5879,-0.0109,419.8,460.0,465.0,15:00,419.8,09:15,513.15,09:15,471.0,15:00,10.767,9.576,4.5325,-2.3325,419.8,419.8,419.8,419.8,419.8,419.8,448.85,464.0,464.0,464.0,464.0,465.0,486.25,485.1,485.1,485.1,485.1,471.0,513.15,513.15,513.15,513.15,513.15,513.15
2022-04-01,WELCORP,183.25,454,83333.33,83195.5,1634.4,1.9645,6,186.85,167.2413,8.57,4368.3,8.8506,-0.1364,168.35,183.0,187.4,14:00,168.0,09:15,189.2,14:45,178.8,09:30,11.3157,8.7021,3.7565,1.9742,168.0,168.0,168.0,168.0,168.0,168.0,186.65,186.65,186.65,186.65,187.4,187.4,178.8,178.8,178.8,178.8,178.8,178.8,184.9,184.9,184.9,184.9,184.9,189.2
2022-04-04,MAZDOCK,136.3,733,100000.0,99907.9,806.3,0.807,2,137.4,125.5663,11.85,4834.5,7.747,-0.6603,126.5,135.4,140.0,12:00,126.5,09:15,140.9,09:45,133.75,09:15,10.6719,7.0356,2.9218,-0.6574,126.5,126.5,126.5,126.5,126.5,126.5,129.1,129.7,140.0,140.0,140.0,140.0,133.75,133.75,133.75,133.75,133.75,133.75,140.9,140.9,140.9,140.9,140.9,140.9
2022-04-04,SPANDANA,429.0,233,100000.0,99957.0,5778.4,5.7809,2,453.8,396.4321,8.59,2137.7,8.1149,0.4662,396.8,431.0,447.2,12:45,395.1,09:15,467.0,10:00,422.85,09:15,12.7016,8.619,8.403,3.0176,395.1,395.1,395.1,395.1,395.1,395.1,418.55,418.55,424.45,447.2,447.2,447.2,422.85,422.85,422.85,422.85,422.85,422.85,467.0,467.0,467.0,467.0,467.0,467.0
2022-04-05,DBL,302.0,331,100000.0,99962.0,-4683.65,-4.6854,3,287.85,251.7833,10.68,3525.2,19.7937,0.0,252.1,302.0,302.0,11:00,252.1,09:15,309.9,09:15,284.5,13:15,19.7937,19.7937,2.6159,-4.9834,252.1,252.1,252.1,252.1,252.1,252.1,289.0,302.0,302.0,302.0,302.0,302.0,292.5,291.6,287.3,285.8,284.5,284.5,309.9,309.9,309.9,309.9,309.9,309.9
2022-04-05,GPPL,91.4,1094,100000.0,99991.6,1094.0,1.0941,3,92.4,81.5977,11.64,3693.5,10.9897,0.0,82.35,91.4,95.85,12:00,82.0,09:15,94.65,11:45,89.35,09:15,16.3934,10.9897,4.5856,2.4309,82.0,82.0,82.0,82.0,82.0,82.0,83.85,86.45,95.85,95.85,95.85,95.85,89.35,89.35,89.35,89.35,89.35,89.35,92.95,92.95,94.65,94.65,94.65,94.65
2022-04-05,UNICHEMLAB,292.15,342,100000.0,99915.3,-3471.3,-3.4742,3,282.0,263.6335,9.77,1829.8,6.2364,-0.5648,275.0,290.5,303.05,09:30,275.0,09:15,296.0,09:30,282.0,14:30,10.2,5.6364,2.069,0.3448,275.0,275.0,275.0,275.0,275.0,275.0,303.05,303.05,303.05,303.05,303.05,303.05,286.3,286.3,286.3,285.0,282.4,282.0,296.0,296.0,296.0,296.0,296.0,296.0
2022-04-07,BLS,80.5,1242,100000.0,99981.0,2670.3,2.6708,4,82.65,70.4,11.49,2411.2,10.274,1.0559,73.0,81.35,84.7,10:45,73.0,09:15,85.95,09:15,81.25,15:00,16.0274,11.4384,4.4985,0.304,73.0,73.0,73.0,73.0,73.0,73.0,83.7,84.7,84.7,84.7,84.7,84.7,82.25,82.25,82.25,82.05,82.05,81.25,85.95,85.95,85.95,85.95,85.95,85.95
2022-04-07,DCBBANK,88.35,1131,100000.0,99923.85,-735.15,-0.7357,4,87.7,77.8926,11.83,2158.2,11.8354,-0.1132,79.0,88.25,92.25,14:30,78.4,09:15,90.25,13:15,85.1,09:30,16.7722,11.7089,3.0251,2.0548,78.4,78.4,78.4,78.4,78.4,78.4,80.5,81.4,88.5,89.4,89.4,92.25,85.1,85.1,85.1,85.1,85.1,85.1,87.6,88.05,88.5,89.8,90.25,90.25
